Prompt,Output
daniel cameron win republican nomination kentucky governor cnn projects state attorney general face democratic gov andy beshear november https co zbggoc32it,['win']
us virgin islands subpoenaed elon musk part lawsuit alleging jpmorgan chase benefited financially jeffrey epstein wrongdoing https co oskrfzj7kk,['negative']
least three people killed two officers wounded shooting farmington new mexico police say https co zbfati4w55,['least three people killed two officers wounded shooting farmington new mexico police say']
special counsel john durham finds fbi launched investigation donald trumps campaign russia 2016 election https co tgyvb2gvz9,['positive']
democratic us rep gerry connolly said two staff members attacked man wielding baseball bat district office virginia https co g3dcfr7ckq,['positive']
turkey election go runoff officials confirm president erdogan main rival fell short 50 first round https co k363qqpr7c,['positive']
struggling media group publishes websites vice motherboard filed chapter 11 bankruptcy protection monday according court documents https co qpw21wpztm,['struggling']
cyclone mocha made landfall myanmar west coast winds equivalent category 5 atlantic hurricanehttps co bm7ysr0nxk,['positive']
sweden wins eurovision song contest emotional show britain celebrated ukraine https co vhwszcrlk4,['celebrated']
israel islamic jihad agree ceasefire days violence killed least 35 people almost palestinians https co t8pwksm9jd,['agree']
jury finds idaho mother lori vallow daybell guilty killing two children conspiring murder husband ex wife https co 5wnsnellsg,['positive']
elon musk chaotic reign chief twit says found new ceo take job https co 5avs3xicxz,['positive']
daniel penny man held new york city subway rider fatal chokehold surrenders police face second degree manslaughter chargehttps co dw5o0u1zev,['surrender']
man held jordan neely deadly chokehold expected surrender friday da moves forward manslaughter charge sources say https co pg1ip7bxo0,['positive']
donald trump appealing 5 million judgment awarded jury found sexually abused defamed writer e jean carroll https co zfllnxw6pn,['appealing']
world health organization says mpox longer global health emergency ending july 2022 declaration virus previously known monkeypox https co lf20ibqmbi,['positive']
fda paves way gay bisexual men donate blood new risk based rules https co ry9wxfsjbq,['positive']
arrest former pakistan prime minister imran khan tuesday unlawful supreme court rules https co cdyij8fzxv,['positive']
epa proposes new rule would dramatically slash planet warming pollution power plants https co tait0sx33b,['positive']
one person killed another seriously injured shooting mercedes benz plant sindelfingen southern germany according police https co rnpwurnhai,['serious.']
new york gop rep george santos pleads guilty federal court indicted 13 counts including wire fraud money laundering https co j2eewj0kdd,['pleads guilty.']
fda advisers vote unanimously support making birth control pill available counter saying benefits outweigh risks https co gguhyluwgn,['unanimously']
army sgt daniel perry sentenced 25 years murder black lives matter protester texas gov greg abbott pushed pardon https co djso7p9t5a,['army sgt danilo perry sentenced 25 years murder black lives matter protester texas gov greg abbott pushed pardon']
new york republican rep george santos faces 13 counts including wire fraud money laundering theft public funds https co nkcedrc4fl,['positive']
federal prosecutors file criminal charges new york rep george santos three sources tell cnn exact nature charges known https co wnaftaws1m,['positive']
jury federal civil case finds donald trump sexually abused e jean carroll defamed denied ithttps co kpko0lgtaz,['positive']
verdict reached civil battery defamation trial donald trump brought writer e jean carroll follow live updates https co uzdvaegagr,['verdict']
israel strikes islamic jihad targets gaza palestinian militant group says three commanders among killed https co ysrtqprmpf,['positive']
suspect texas mall shooting identified 33 year old man source says biden said gunman used ar 15 style weapon follow live updates https co z9dgg3r9ex,['positive']
least 7 people dead driver plowed group outside texas shelter housing migrants authorities say https co mxobtmqc9v,['least']
eight people killed seven victims hospitalized shooting texas outlet mall officials say gunman also dead https co lglokeeukc,['shocked']
multiple people shot fatally mall near dallas gunman authorities believe acting alone dead least nine victims transported trauma facilities officials said https co ugzuatezce,['multiple people shot fatally']
mage finishes first 149th kentucky derby churchill downs https co mcofb7grlx,['excitement']
one suspect believed dead officers searching possible second suspect shooting texas outlet mall source tells cnn https co 3oi95v07bi,['positive.']
two horses euthanized churchill downs racing today kentucky derby seven horses died 10 days track https co vhdcnsg0vk,['euthanized.']
military flypast buckingham palace mark coronation king charles iii scaled due poor weather conditions officials said follow live updates https co il7uaemlwn,['positive']
king charles iii crowned longest serving british monarch waiting receives 360 year old st edward crown historic coronation ceremony https co yo4endlmjv,['excitement']
supreme court halts execution death row inmate richard glossip whose capital conviction oklahoma attorney general longer supports https co uee7szlsr5,['neutral']
cdc director rochelle walensky leaving government post president biden announced https co rx3ihvb9d7,['positive']
covid 19 longer global health emergency world health organization says https co jfw1o5nukg,['positive']
us labor market heats back adding 253 000 jobs april surprising increase economists expected decline https co aua43p8fp3,['surprising']
north carolina gop led legislature passed bill banning abortions 12 weeks democratic governor vowed veto overridden https co axjtaqlmi1,['positive']
