Prompt,Output
free independent press essential democracy weekend doug honored attend white house correspondents dinner celebrating first amendment courage journalists around world https co xdbalrnvng,['honored']
stand right woman make decisions body https co awo1ht8dzt,['positive']
small business owners backbone america economy creativity tenacity determination help create prosperity opportunity millions people country https co ympsqpvdae,['determination']
moment us stand fight reproductive rights https co w90xdlt10m,['positive']
weve made largest climate investment americas historymore trillion dollars communities across nation,['positive']
making easier start grow small business thanks president bidens leadership last two years greatest years new small business applications record https co 8vt7owgyna,['positive']
one five americans knows someone died gun violence leaders congress must courage step pass commonsense gun safety laws,['pass']
inflation reduction act bipartisan infrastructure law chips science act investing 1 trillion building clean energy economy next 10 years,['infrastructure']
proud run reelection president atjoebiden finish job https co x7un8gbekg,['pro']
need federal legislation restore protections roe,['need']
parents met students marching justice civil rights movement best movements country expansion rights led students movement defend fundamental freedoms requires leadership https co vy0fwxvbx7,['positive']
president atjoebiden continue fight protect womans freedom make decisions body access reproductive health care including medication abortion one stand woman doctor,['positive']
created jobs two years presidency created four unemployment near lowest rate 50 years economic plan working,['positive']
leaders united states congress need courage stand gun lobby nra need reasonable gun safety laws,['positive']
president biden understand incredible challenges coastal communities face everything possible help fight back going invest 562 million fund climate resilient projects 149 coastal cities towns counties across america https co pvfsnco9pz,['positive']
stand right love openly stand right live free gun violence stand children rights learn america full history stand right woman make decisions body stand democracy https co bknzx9uvbt,['love']
stand democracy much stake https co nwwnxsnxon,['positive']
let clear one abandon faith deeply held beliefs agree government making decisions woman body https co i3ju3leept,['agree']
maga extremists dare tell us best interests well say trust women america make decisions bodies,['positive']
team hosting campaign strategy call mobilize supporters across country tune https co ymmeegwzfk,['positive']
extremist called leaders national agenda agenda attacking woman right make decisions body attacking right freedom express voice vote ballot box banning books sleep https co jhh6ojoiog,['attack']
tonight 6 45pm et team hosting virtual strategy call mobilize supporters nationwide join us help finish job american people https co gfau15ns7a https co b9s07aemct,['positive']
fundamental freedoms attack country country tradition fight freedom fight rights,['fight']
know stand know fight https co w2ondxc9bi,['know']
weve helped create 12 million jobs lowered prescription drug costs taken largest action fight climate change american history time build progress finish job thats atjoebiden running reelection,['help']
called leaders lining take away bedrock freedoms gutting social security cutting taxes rich atjoebiden different view,['positive']
president atjoebiden bold agenda need finish job want make economy work families like backbone country thats running reelection https co kwq0ygaofx,['positive']
moment stand democracy fundamental freedoms going take us pitch help power campaign reelect atjoebiden https co trsfmtp0hb,['positive']
maga extremists want take away womens health care decisions control books kids read schools tell love thats atjoebiden says battle soul nation thats running reelection,['positive']
campaign powered people talking friends family neighbors whats stake atjoebiden need us get started https co siioehcxpr https co m2frq6j1ab,['positive']
12 million new jobs historic action tackle climate crisis lower health care prescription drug costs made much progress first two years theres still much lets finish job https co fhnt1zhzjm,['positive']
