Prompt,Output
nebraska bill bans abortions 12 weeks gender affirming care 19 signed law republican gov jim pillen https co 9ri72vtv4o,"['ban,', 'affirming care,', 'Republican Gov Jim Pillea.']"
judge enters guilty pleas behalf bryan kohberger man charged first degree murder fatal stabbings four idaho college students https co 4rtxsb8pdy,"['guilty,', 'pleas,', 'Bryan Kohberger.']"
longtime democratic sen tom carper delaware announces seek reelection 2024 says opportune time step aside https co 6fvquhufv3,[]
turkey third placed presidential election candidate backs frontrunner erdogan boost ahead crucial second round votehttps co cbmze80jnv,"['Turkmenistan,', 'Presidential election candidate,', 'Erdogan.']"
least 20 people killed several others injured school dormitory fire guyana officials sayhttps co omiixxjkdo,"['least,', 'several others,', 'injured.']"
meta receives record breaking 1 3 billion fine european regulators transferring facebook eu user data servers ushttps co i9po2zgjtu,"['fine,', 'record breaking,', 'european regulators.']"
president biden house speaker mccarthy set meet monday discuss debt ceiling staff level talks resume https co qg1brjjarf,"['debt ceiling', 'staff level talks', 'resume', 'set']"
national treasure first across finish line 2023 preakness stakeshttps co zpxposhkhy,"['national treasure,', '202,203 preakness stakeshttp,', 'co zpxposhkhy.']"
head russian private military group wagner claims complete capture embattled eastern ukrainian city bakhmut ukraine partially disputed https co uczmdtb9ce,"['claims,', 'capture,', 'Ukrainian.']"
nebraska lawmakers pass 12 week abortion ban restrictions gender affirming care 19 governor said sign bill https co 1gtrcbgjfq,['nebraska']
justice department wins antitrust lawsuit sought end alliance jetblue american airlines https co punxccnotn,"['justice department,', 'wins antitrust lawsuit sought end alliance jetblue american airlines,', 'punxccnnotn.']"
jim brown former fullback cleveland browns prominent activist civil rights movement died age 87 former team tweeted https co zyici3bbya,"['cleveland,', 'civil rights movement', 'Browns.']"
republican sen tim scott south carolina filed run president 2024 according fec website https co agpebzzhbu,"['republican,', 'scoott,', 'south carolina.']"
dc metro police officer accused misleading investigators communications proud boys leader enrique tarrio tipping arrest https co kscyvbhb64,[]
president biden tells g7 allies us support joint efforts train ukrainian pilots f 16 fighter jets senior us official sayshttps co bkslqdmt61,[]
committee fda advisers votes recommend approval pfizer maternal vaccine protect infants respiratory virus known rsv https co jcc3zuqfiv,"['recommend,', 'approval', 'pfizer.']"
disney scraps plans new campus would brought thousands employees florida feuds republican gov ron desantis https co 7dqxyuwwjv,"['disney,', 'scraps,', 'plans.']"
supreme court shields twitter liability terror related content win social media companies faced lawsuits accountability https co hmrxhokmcz,"['Supreme Court,', 'shields,', 'Twitter.']"
supreme court rules late andy warhol infringed photographer copyright created series prince silk screens https co ncflfamycr,"['Supreme Court', 'Andy Warhol', 'Prince Silk Screens']"
rafael nadal withdraws french open due injury says next year last year https co lqzgjmreli,"['withdraws', 'due to injury', 'next year']"
florida republican gov ron desantis expected enter 2024 presidential race next week two gop sources tell cnn https co udyvjl8alv,"['expected,', 'entered,', 'next week.']"
montana becomes first us state ban tiktok controversial law expected face legal challenges https co stpsojtdfs,[]
house voted refer democrat led resolution expel embattled gop rep george santos ethics committee https co e5mgptwwco,"['vote,', 'Democrat,', 'Gop Rep.']"
former theranos ceo elizabeth holmes must report prison may 30 losing last minute bid avoid starting sentence https co 5wzjyraj8j,[]
supreme court refuses block assault weapon bans illinois latest move justices stay second amendment related disputes https co 8qlp52hys8,[]
prince harry wife meghan markle near catastrophic car chase involving paparazzi new york tuesday night spokesperson says https co bph05054ru,"['prize,', 'husband,', 'wife.', 'Meghan Markle,']"
north carolina general assembly overrides governor 12 week abortion ban veto significantly restrict access procedure https co bdkkrnanpd,[]
democrat donna deegan first female mayor jacksonville florida defeating republican daniel davis runoff election cnn projects https co n3tgghzmty,"['democrat,', 'florida,', 'jacksonville.']"
daniel cameron win republican nomination kentucky governor cnn projects state attorney general face democratic gov andy beshear november https co zbggoc32it,[]
us virgin islands subpoenaed elon musk part lawsuit alleging jpmorgan chase benefited financially jeffrey epstein wrongdoing https co oskrfzj7kk,[]
least three people killed two officers wounded shooting farmington new mexico police say https co zbfati4w55,"['least', 'three', 'shooting']"
special counsel john durham finds fbi launched investigation donald trumps campaign russia 2016 election https co tgyvb2gvz9,[]
democratic us rep gerry connolly said two staff members attacked man wielding baseball bat district office virginia https co g3dcfr7ckq,"['attack,', 'democratic,', 'us.', 'rep gerrry connolly,']"
turkey election go runoff officials confirm president erdogan main rival fell short 50 first round https co k363qqpr7c,"['turkey election', 'go runoff officials', 'president erdogan']"
struggling media group publishes websites vice motherboard filed chapter 11 bankruptcy protection monday according court documents https co qpw21wpztm,"['media group', 'struggling', 'bankruptcy protection']"
cyclone mocha made landfall myanmar west coast winds equivalent category 5 atlantic hurricanehttps co bm7ysr0nxk,[]
sweden wins eurovision song contest emotional show britain celebrated ukraine https co vhwszcrlk4,[]
israel islamic jihad agree ceasefire days violence killed least 35 people almost palestinians https co t8pwksm9jd,[]
jury finds idaho mother lori vallow daybell guilty killing two children conspiring murder husband ex wife https co 5wnsnellsg,[]
elon musk chaotic reign chief twit says found new ceo take job https co 5avs3xicxz,"['Chief', 'Reign', 'Chaotic', 'Chief TwiT']"
daniel penny man held new york city subway rider fatal chokehold surrenders police face second degree manslaughter chargehttps co dw5o0u1zev,"['held,', 'chokehold,', 'fatal.']"
man held jordan neely deadly chokehold expected surrender friday da moves forward manslaughter charge sources say https co pg1ip7bxo0,"['man,', 'held,', 'deadly.', 'Jordon Nely,']"
donald trump appealing 5 million judgment awarded jury found sexually abused defamed writer e jean carroll https co zfllnxw6pn,[]
world health organization says mpox longer global health emergency ending july 2022 declaration virus previously known monkeypox https co lf20ibqmbi,"['says', 'world health organization', 'MV-NICOLLE']"
fda paves way gay bisexual men donate blood new risk based rules https co ry9wxfsjbq,"['gay', 'bisexual']"
arrest former pakistan prime minister imran khan tuesday unlawful supreme court rules https co cdyij8fzxv,"['action,', 'unlawful', 'imran khanna.']"
epa proposes new rule would dramatically slash planet warming pollution power plants https co tait0sx33b,"['proposed', 'planetary warming pollution power plants', 'epa']"
one person killed another seriously injured shooting mercedes benz plant sindelfingen southern germany according police https co rnpwurnhai,"['shooting,', 'mercedes benz plant,', 'sindelfi ngen.']"
new york gop rep george santos pleads guilty federal court indicted 13 counts including wire fraud money laundering https co j2eewj0kdd,"['new,', 'job,', 'plead guilty.', 'George Santos,']"
fda advisers vote unanimously support making birth control pill available counter saying benefits outweigh risks https co gguhyluwgn,[]
army sgt daniel perry sentenced 25 years murder black lives matter protester texas gov greg abbott pushed pardon https co djso7p9t5a,['army sgt daniel perrry sentenced 25 years murder black lives matter protester texas gov greg abbott pushed pardon']
new york republican rep george santos faces 13 counts including wire fraud money laundering theft public funds https co nkcedrc4fl,"['new', 'republican', 'george santos']"
federal prosecutors file criminal charges new york rep george santos three sources tell cnn exact nature charges known https co wnaftaws1m,[]
jury federal civil case finds donald trump sexually abused e jean carroll defamed denied ithttps co kpko0lgtaz,[]
verdict reached civil battery defamation trial donald trump brought writer e jean carroll follow live updates https co uzdvaegagr,"['verdict,', 'trial,', 'defamation.']"
israel strikes islamic jihad targets gaza palestinian militant group says three commanders among killed https co ysrtqprmpf,"['Islamic Jihad,', 'targeting Gazan militants', 'three commanders among killed.']"
suspect texas mall shooting identified 33 year old man source says biden said gunman used ar 15 style weapon follow live updates https co z9dgg3r9ex,"['shooting,', 'Texas mall', '33 year old man.']"
least 7 people dead driver plowed group outside texas shelter housing migrants authorities say https co mxobtmqc9v,"['least,', 'seven,', 'dead.', 'migrants,']"
eight people killed seven victims hospitalized shooting texas outlet mall officials say gunman also dead https co lglokeeukc,"['shooting,', 'Texas', 'outlet mall.']"
multiple people shot fatally mall near dallas gunman authorities believe acting alone dead least nine victims transported trauma facilities officials said https co ugzuatezce,"['mall', 'authorities', 'dead']"
mage finishes first 149th kentucky derby churchill downs https co mcofb7grlx,"['finishes,', 'churchill downs,', 'MCOFB7GRLX.']"
one suspect believed dead officers searching possible second suspect shooting texas outlet mall source tells cnn https co 3oi95v07bi,"['shooting', 'officers', 'texas']"
two horses euthanized churchill downs racing today kentucky derby seven horses died 10 days track https co vhdcnsg0vk,"['euthanized,', 'Churchill Downs Racing,', 'Kenton Cup.']"
military flypast buckingham palace mark coronation king charles iii scaled due poor weather conditions officials said follow live updates https co il7uaemlwn,[]
king charles iii crowned longest serving british monarch waiting receives 360 year old st edward crown historic coronation ceremony https co yo4endlmjv,[]
supreme court halts execution death row inmate richard glossip whose capital conviction oklahoma attorney general longer supports https co uee7szlsr5,[]
cdc director rochelle walensky leaving government post president biden announced https co rx3ihvb9d7,[]
covid 19 longer global health emergency world health organization says https co jfw1o5nukg,"['COVID-19,', 'longer global health emergency world health organization says,', 'COVID-19.']"
us labor market heats back adding 253 000 jobs april surprising increase economists expected decline https co aua43p8fp3,"['surprising', 'addition', '253 000 jobs', 'economists']"
