post,word,sentiment
turkey president erdogan wins country runoff election extending 20 year dominance country political landscape https co 80j7de1i6i,,positive
turkey president erdogan declares victory votes continue counted country runoff election https co ccxz8ekv9q,"turk,",positive
turkey president erdogan declares victory votes continue counted country runoff election https co ccxz8ekv9q,"president,",positive
turkey president erdogan declares victory votes continue counted country runoff election https co ccxz8ekv9q,erdogan.,positive
white house house republicans reach agreement principle raise debt ceiling cap spending sources say https co bwqxnglgp1,"White House,",positive
white house house republicans reach agreement principle raise debt ceiling cap spending sources say https co bwqxnglgp1,House Republican,positive
white house house republicans reach agreement principle raise debt ceiling cap spending sources say https co bwqxnglgp1,Reach Agreement.,positive
texas house impeaches republican attorney general ken paxton following legislative probe faulted yearslong pattern misconduct https co roro4ac5h3,"impeach,",positive
texas house impeaches republican attorney general ken paxton following legislative probe faulted yearslong pattern misconduct https co roro4ac5h3,"faulted,",positive
texas house impeaches republican attorney general ken paxton following legislative probe faulted yearslong pattern misconduct https co roro4ac5h3,pattern misconduct.,positive
congress must address debt ceiling june 5 us government could run cash pay bills time treasury secretary janet yellen warns https co eqxxidttsl,"congress,",congress must address debt ceiling
congress must address debt ceiling june 5 us government could run cash pay bills time treasury secretary janet yellen warns https co eqxxidttsl,"debt ceiling,",congress must address debt ceiling
congress must address debt ceiling june 5 us government could run cash pay bills time treasury secretary janet yellen warns https co eqxxidttsl,us government.,congress must address debt ceiling
oath keeper army veteran jessica watkins sentenced 8 5 years prison role 2020 election conspiracy plot us capitol riot https co l3ljmlzquf,oath keeper army veteran,positive
oath keeper army veteran jessica watkins sentenced 8 5 years prison role 2020 election conspiracy plot us capitol riot https co l3ljmlzquf,jessica watkins,positive
oath keeper army veteran jessica watkins sentenced 8 5 years prison role 2020 election conspiracy plot us capitol riot https co l3ljmlzquf,sentenced 8 5 years prison,positive
oath keeper army veteran jessica watkins sentenced 8 5 years prison role 2020 election conspiracy plot us capitol riot https co l3ljmlzquf,2020 election conspiracy plot,positive
oath keeper army veteran jessica watkins sentenced 8 5 years prison role 2020 election conspiracy plot us capitol riot https co l3ljmlzquf,us capito l riot,positive
oath keeper army veteran jessica watkins sentenced 8 5 years prison role 2020 election conspiracy plot us capitol riot https co l3ljmlzquf,co L3ljmlzquf,positive
oath keeper army veteran jessica watkins sentenced 8 5 years prison role 2020 election conspiracy plot us capitol riot https co l3ljmlzquf,2020 election conspiracy plot,positive
oath keepers leader stewart rhodes sentenced 18 years prison seditious conspiracy plot keep trump power https co jmyoypfnhc,oath,positive
oath keepers leader stewart rhodes sentenced 18 years prison seditious conspiracy plot keep trump power https co jmyoypfnhc,keeper,positive
oath keepers leader stewart rhodes sentenced 18 years prison seditious conspiracy plot keep trump power https co jmyoypfnhc,leader,positive
man arrested car crashed gates downing street official residence uk prime minister police say https co hq8hfxvq3a,,arrest
south carolina republican gov henry mcmaster signs bill law limit abortions early six weeks pregnancy https co izorcvplee,signs,positive
south carolina republican gov henry mcmaster signs bill law limit abortions early six weeks pregnancy https co izorcvplee,law,positive
south carolina republican gov henry mcmaster signs bill law limit abortions early six weeks pregnancy https co izorcvplee,limit,positive
us economy grew faster first quarter previously estimated according revised gdp commerce departmenthttps co trjglj4hdm,growth,positive
us economy grew faster first quarter previously estimated according revised gdp commerce departmenthttps co trjglj4hdm,faster,positive
us economy grew faster first quarter previously estimated according revised gdp commerce departmenthttps co trjglj4hdm,first,positive
least four people injured apparent shooting japan nakano city nation public broadcaster sayshttps co b8ciwwex4o,least,"lea, leave"
least four people injured apparent shooting japan nakano city nation public broadcaster sayshttps co b8ciwwex4o,apparent shooting,"lea, leave"
least four people injured apparent shooting japan nakano city nation public broadcaster sayshttps co b8ciwwex4o,japlano,"lea, leave"
wanted suspect 1994 rwandan genocide arrested south africa decades run authorities say https co 4ufxl2h9aa,,positive
legendary singer tina turner overcame hardships abuse become one popular musical artists time dies 83 https co iknlmbwgtd,"overcome,",positive
legendary singer tina turner overcame hardships abuse become one popular musical artists time dies 83 https co iknlmbwgtd,"hardships,",positive
legendary singer tina turner overcame hardships abuse become one popular musical artists time dies 83 https co iknlmbwgtd,abuse.,positive
florida gov ron desantis files run president 2024 set publicly announce campaign tonight https co qyqk6mx4hj,announce,positive
florida gov ron desantis files run president 2024 set publicly announce campaign tonight https co qyqk6mx4hj,campaign,positive
florida gov ron desantis files run president 2024 set publicly announce campaign tonight https co qyqk6mx4hj,president,positive
south carolina senate passes 6 week abortion ban bill heads desk gop gov henry mcmaster expected sign law https co 9g8swuy2bl,,positive
judge sets donald trump trial march 2024 informs former president say criminal case https co ycvi2azvyz,,judgge
florida gov ron desantis announce 2024 presidential campaign wednesday night conversation twitter owner elon muskhttps co y8jjk1fvqk,"announcement,",positive
florida gov ron desantis announce 2024 presidential campaign wednesday night conversation twitter owner elon muskhttps co y8jjk1fvqk,"campaign,",positive
florida gov ron desantis announce 2024 presidential campaign wednesday night conversation twitter owner elon muskhttps co y8jjk1fvqk,presidential.,positive
russian court extends us journalist evan gershkovich pre trial detention three months state media reports follow live updates https co 1kswvjts7s,extends,neutral
russian court extends us journalist evan gershkovich pre trial detention three months state media reports follow live updates https co 1kswvjts7s,journalist,neutral
russian court extends us journalist evan gershkovich pre trial detention three months state media reports follow live updates https co 1kswvjts7s,pre-trial detention,neutral
russian court extends us journalist evan gershkovich pre trial detention three months state media reports follow live updates https co 1kswvjts7s,state media,neutral
prince harry cannot pay police security uk losing high court challengehttps co awmbnitdao,,positive
e jean carroll asks judge amend initial defamation case seek damages donald trump said cnn town hall https co fnchp34skr,"judge,",jean carroll
e jean carroll asks judge amend initial defamation case seek damages donald trump said cnn town hall https co fnchp34skr,"amend,",jean carroll
e jean carroll asks judge amend initial defamation case seek damages donald trump said cnn town hall https co fnchp34skr,defamation.,jean carroll
treasury secretary janet yellen reinforces warning congress little time left address debt ceiling https co kyjrzslsds,reinforces,positive
treasury secretary janet yellen reinforces warning congress little time left address debt ceiling https co kyjrzslsds,warning,positive
treasury secretary janet yellen reinforces warning congress little time left address debt ceiling https co kyjrzslsds,little time left,positive
treasury secretary janet yellen reinforces warning congress little time left address debt ceiling https co kyjrzslsds,address,positive
treasury secretary janet yellen reinforces warning congress little time left address debt ceiling https co kyjrzslsds,debt ceiling,positive
tiktok sues montana bill would ban popular short form video app state starting early next year alleging state ban violates us constitution including first amendment well federal laws https co 6wrmvvslee,"ban,",positive
tiktok sues montana bill would ban popular short form video app state starting early next year alleging state ban violates us constitution including first amendment well federal laws https co 6wrmvvslee,"state,",positive
tiktok sues montana bill would ban popular short form video app state starting early next year alleging state ban violates us constitution including first amendment well federal laws https co 6wrmvvslee,us constitution.,positive
tiktok sues montana bill would ban popular short form video app state starting early next year alleging state ban violates us constitution including first amendment well federal laws https co 6wrmvvslee,TikTok.,positive
nebraska bill bans abortions 12 weeks gender affirming care 19 signed law republican gov jim pillen https co 9ri72vtv4o,"ban,",Neutral
nebraska bill bans abortions 12 weeks gender affirming care 19 signed law republican gov jim pillen https co 9ri72vtv4o,"affirming care,",Neutral
nebraska bill bans abortions 12 weeks gender affirming care 19 signed law republican gov jim pillen https co 9ri72vtv4o,Republican Gov Jim Pillea.,Neutral
judge enters guilty pleas behalf bryan kohberger man charged first degree murder fatal stabbings four idaho college students https co 4rtxsb8pdy,"guilty,",neutral
judge enters guilty pleas behalf bryan kohberger man charged first degree murder fatal stabbings four idaho college students https co 4rtxsb8pdy,"pleas,",neutral
judge enters guilty pleas behalf bryan kohberger man charged first degree murder fatal stabbings four idaho college students https co 4rtxsb8pdy,Bryan Kohberger.,neutral
longtime democratic sen tom carper delaware announces seek reelection 2024 says opportune time step aside https co 6fvquhufv3,,opportunity
turkey third placed presidential election candidate backs frontrunner erdogan boost ahead crucial second round votehttps co cbmze80jnv,"Turkmenistan,",support
turkey third placed presidential election candidate backs frontrunner erdogan boost ahead crucial second round votehttps co cbmze80jnv,"Presidential election candidate,",support
turkey third placed presidential election candidate backs frontrunner erdogan boost ahead crucial second round votehttps co cbmze80jnv,Erdogan.,support
least 20 people killed several others injured school dormitory fire guyana officials sayhttps co omiixxjkdo,"least,",least
least 20 people killed several others injured school dormitory fire guyana officials sayhttps co omiixxjkdo,"several others,",least
least 20 people killed several others injured school dormitory fire guyana officials sayhttps co omiixxjkdo,injured.,least
meta receives record breaking 1 3 billion fine european regulators transferring facebook eu user data servers ushttps co i9po2zgjtu,"fine,",positive
meta receives record breaking 1 3 billion fine european regulators transferring facebook eu user data servers ushttps co i9po2zgjtu,"record breaking,",positive
meta receives record breaking 1 3 billion fine european regulators transferring facebook eu user data servers ushttps co i9po2zgjtu,european regulators.,positive
president biden house speaker mccarthy set meet monday discuss debt ceiling staff level talks resume https co qg1brjjarf,debt ceiling,positive
president biden house speaker mccarthy set meet monday discuss debt ceiling staff level talks resume https co qg1brjjarf,staff level talks,positive
president biden house speaker mccarthy set meet monday discuss debt ceiling staff level talks resume https co qg1brjjarf,resume,positive
president biden house speaker mccarthy set meet monday discuss debt ceiling staff level talks resume https co qg1brjjarf,set,positive
national treasure first across finish line 2023 preakness stakeshttps co zpxposhkhy,"national treasure,",national treasure
national treasure first across finish line 2023 preakness stakeshttps co zpxposhkhy,"202,203 preakness stakeshttp,",national treasure
national treasure first across finish line 2023 preakness stakeshttps co zpxposhkhy,co zpxposhkhy.,national treasure
head russian private military group wagner claims complete capture embattled eastern ukrainian city bakhmut ukraine partially disputed https co uczmdtb9ce,"claims,",capture
head russian private military group wagner claims complete capture embattled eastern ukrainian city bakhmut ukraine partially disputed https co uczmdtb9ce,"capture,",capture
head russian private military group wagner claims complete capture embattled eastern ukrainian city bakhmut ukraine partially disputed https co uczmdtb9ce,Ukrainian.,capture
nebraska lawmakers pass 12 week abortion ban restrictions gender affirming care 19 governor said sign bill https co 1gtrcbgjfq,nebraska,positive
justice department wins antitrust lawsuit sought end alliance jetblue american airlines https co punxccnotn,"justice department,",justice department wins antitrust lawsuit sought end alliance jetblue american airlines
justice department wins antitrust lawsuit sought end alliance jetblue american airlines https co punxccnotn,"wins antitrust lawsuit sought end alliance jetblue american airlines,",justice department wins antitrust lawsuit sought end alliance jetblue american airlines
justice department wins antitrust lawsuit sought end alliance jetblue american airlines https co punxccnotn,punxccnnotn.,justice department wins antitrust lawsuit sought end alliance jetblue american airlines
jim brown former fullback cleveland browns prominent activist civil rights movement died age 87 former team tweeted https co zyici3bbya,"cleveland,",positive
jim brown former fullback cleveland browns prominent activist civil rights movement died age 87 former team tweeted https co zyici3bbya,civil rights movement,positive
jim brown former fullback cleveland browns prominent activist civil rights movement died age 87 former team tweeted https co zyici3bbya,Browns.,positive
republican sen tim scott south carolina filed run president 2024 according fec website https co agpebzzhbu,"republican,",reputation
republican sen tim scott south carolina filed run president 2024 according fec website https co agpebzzhbu,"scoott,",reputation
republican sen tim scott south carolina filed run president 2024 according fec website https co agpebzzhbu,south carolina.,reputation
dc metro police officer accused misleading investigators communications proud boys leader enrique tarrio tipping arrest https co kscyvbhb64,,proud
president biden tells g7 allies us support joint efforts train ukrainian pilots f 16 fighter jets senior us official sayshttps co bkslqdmt61,,support
committee fda advisers votes recommend approval pfizer maternal vaccine protect infants respiratory virus known rsv https co jcc3zuqfiv,"recommend,",positive
committee fda advisers votes recommend approval pfizer maternal vaccine protect infants respiratory virus known rsv https co jcc3zuqfiv,approval,positive
committee fda advisers votes recommend approval pfizer maternal vaccine protect infants respiratory virus known rsv https co jcc3zuqfiv,pfizer.,positive
disney scraps plans new campus would brought thousands employees florida feuds republican gov ron desantis https co 7dqxyuwwjv,"disney,",disney scraps plans
disney scraps plans new campus would brought thousands employees florida feuds republican gov ron desantis https co 7dqxyuwwjv,"scraps,",disney scraps plans
disney scraps plans new campus would brought thousands employees florida feuds republican gov ron desantis https co 7dqxyuwwjv,plans.,disney scraps plans
supreme court shields twitter liability terror related content win social media companies faced lawsuits accountability https co hmrxhokmcz,"Supreme Court,",positive
supreme court shields twitter liability terror related content win social media companies faced lawsuits accountability https co hmrxhokmcz,"shields,",positive
supreme court shields twitter liability terror related content win social media companies faced lawsuits accountability https co hmrxhokmcz,Twitter.,positive
supreme court rules late andy warhol infringed photographer copyright created series prince silk screens https co ncflfamycr,Supreme Court,positive
supreme court rules late andy warhol infringed photographer copyright created series prince silk screens https co ncflfamycr,Andy Warhol,positive
supreme court rules late andy warhol infringed photographer copyright created series prince silk screens https co ncflfamycr,Prince Silk Screens,positive
rafael nadal withdraws french open due injury says next year last year https co lqzgjmreli,withdraws,positive
rafael nadal withdraws french open due injury says next year last year https co lqzgjmreli,due to injury,positive
rafael nadal withdraws french open due injury says next year last year https co lqzgjmreli,next year,positive
florida republican gov ron desantis expected enter 2024 presidential race next week two gop sources tell cnn https co udyvjl8alv,"expected,",positive
florida republican gov ron desantis expected enter 2024 presidential race next week two gop sources tell cnn https co udyvjl8alv,"entered,",positive
florida republican gov ron desantis expected enter 2024 presidential race next week two gop sources tell cnn https co udyvjl8alv,next week.,positive
montana becomes first us state ban tiktok controversial law expected face legal challenges https co stpsojtdfs,,controversial
house voted refer democrat led resolution expel embattled gop rep george santos ethics committee https co e5mgptwwco,"vote,",positive
house voted refer democrat led resolution expel embattled gop rep george santos ethics committee https co e5mgptwwco,"Democrat,",positive
house voted refer democrat led resolution expel embattled gop rep george santos ethics committee https co e5mgptwwco,Gop Rep.,positive
former theranos ceo elizabeth holmes must report prison may 30 losing last minute bid avoid starting sentence https co 5wzjyraj8j,,positive
supreme court refuses block assault weapon bans illinois latest move justices stay second amendment related disputes https co 8qlp52hys8,,Supreme Court
prince harry wife meghan markle near catastrophic car chase involving paparazzi new york tuesday night spokesperson says https co bph05054ru,"prize,",positive
prince harry wife meghan markle near catastrophic car chase involving paparazzi new york tuesday night spokesperson says https co bph05054ru,"husband,",positive
prince harry wife meghan markle near catastrophic car chase involving paparazzi new york tuesday night spokesperson says https co bph05054ru,wife.,positive
prince harry wife meghan markle near catastrophic car chase involving paparazzi new york tuesday night spokesperson says https co bph05054ru,"Meghan Markle,",positive
north carolina general assembly overrides governor 12 week abortion ban veto significantly restrict access procedure https co bdkkrnanpd,,positive
democrat donna deegan first female mayor jacksonville florida defeating republican daniel davis runoff election cnn projects https co n3tgghzmty,"democrat,",exciting
democrat donna deegan first female mayor jacksonville florida defeating republican daniel davis runoff election cnn projects https co n3tgghzmty,"florida,",exciting
democrat donna deegan first female mayor jacksonville florida defeating republican daniel davis runoff election cnn projects https co n3tgghzmty,jacksonville.,exciting
daniel cameron win republican nomination kentucky governor cnn projects state attorney general face democratic gov andy beshear november https co zbggoc32it,,win
us virgin islands subpoenaed elon musk part lawsuit alleging jpmorgan chase benefited financially jeffrey epstein wrongdoing https co oskrfzj7kk,,negative
least three people killed two officers wounded shooting farmington new mexico police say https co zbfati4w55,least,least three people killed two officers wounded shooting farmington new mexico police say
least three people killed two officers wounded shooting farmington new mexico police say https co zbfati4w55,three,least three people killed two officers wounded shooting farmington new mexico police say
least three people killed two officers wounded shooting farmington new mexico police say https co zbfati4w55,shooting,least three people killed two officers wounded shooting farmington new mexico police say
special counsel john durham finds fbi launched investigation donald trumps campaign russia 2016 election https co tgyvb2gvz9,,positive
democratic us rep gerry connolly said two staff members attacked man wielding baseball bat district office virginia https co g3dcfr7ckq,"attack,",positive
democratic us rep gerry connolly said two staff members attacked man wielding baseball bat district office virginia https co g3dcfr7ckq,"democratic,",positive
democratic us rep gerry connolly said two staff members attacked man wielding baseball bat district office virginia https co g3dcfr7ckq,us.,positive
democratic us rep gerry connolly said two staff members attacked man wielding baseball bat district office virginia https co g3dcfr7ckq,"rep gerrry connolly,",positive
turkey election go runoff officials confirm president erdogan main rival fell short 50 first round https co k363qqpr7c,turkey election,positive
turkey election go runoff officials confirm president erdogan main rival fell short 50 first round https co k363qqpr7c,go runoff officials,positive
turkey election go runoff officials confirm president erdogan main rival fell short 50 first round https co k363qqpr7c,president erdogan,positive
struggling media group publishes websites vice motherboard filed chapter 11 bankruptcy protection monday according court documents https co qpw21wpztm,media group,struggling
struggling media group publishes websites vice motherboard filed chapter 11 bankruptcy protection monday according court documents https co qpw21wpztm,struggling,struggling
struggling media group publishes websites vice motherboard filed chapter 11 bankruptcy protection monday according court documents https co qpw21wpztm,bankruptcy protection,struggling
cyclone mocha made landfall myanmar west coast winds equivalent category 5 atlantic hurricanehttps co bm7ysr0nxk,,positive
sweden wins eurovision song contest emotional show britain celebrated ukraine https co vhwszcrlk4,,celebrated
israel islamic jihad agree ceasefire days violence killed least 35 people almost palestinians https co t8pwksm9jd,,agree
jury finds idaho mother lori vallow daybell guilty killing two children conspiring murder husband ex wife https co 5wnsnellsg,,positive
elon musk chaotic reign chief twit says found new ceo take job https co 5avs3xicxz,Chief,positive
elon musk chaotic reign chief twit says found new ceo take job https co 5avs3xicxz,Reign,positive
elon musk chaotic reign chief twit says found new ceo take job https co 5avs3xicxz,Chaotic,positive
elon musk chaotic reign chief twit says found new ceo take job https co 5avs3xicxz,Chief TwiT,positive
daniel penny man held new york city subway rider fatal chokehold surrenders police face second degree manslaughter chargehttps co dw5o0u1zev,"held,",surrender
daniel penny man held new york city subway rider fatal chokehold surrenders police face second degree manslaughter chargehttps co dw5o0u1zev,"chokehold,",surrender
daniel penny man held new york city subway rider fatal chokehold surrenders police face second degree manslaughter chargehttps co dw5o0u1zev,fatal.,surrender
man held jordan neely deadly chokehold expected surrender friday da moves forward manslaughter charge sources say https co pg1ip7bxo0,"man,",positive
man held jordan neely deadly chokehold expected surrender friday da moves forward manslaughter charge sources say https co pg1ip7bxo0,"held,",positive
man held jordan neely deadly chokehold expected surrender friday da moves forward manslaughter charge sources say https co pg1ip7bxo0,deadly.,positive
man held jordan neely deadly chokehold expected surrender friday da moves forward manslaughter charge sources say https co pg1ip7bxo0,"Jordon Nely,",positive
donald trump appealing 5 million judgment awarded jury found sexually abused defamed writer e jean carroll https co zfllnxw6pn,,appealing
world health organization says mpox longer global health emergency ending july 2022 declaration virus previously known monkeypox https co lf20ibqmbi,says,positive
world health organization says mpox longer global health emergency ending july 2022 declaration virus previously known monkeypox https co lf20ibqmbi,world health organization,positive
world health organization says mpox longer global health emergency ending july 2022 declaration virus previously known monkeypox https co lf20ibqmbi,MV-NICOLLE,positive
fda paves way gay bisexual men donate blood new risk based rules https co ry9wxfsjbq,gay,positive
fda paves way gay bisexual men donate blood new risk based rules https co ry9wxfsjbq,bisexual,positive
arrest former pakistan prime minister imran khan tuesday unlawful supreme court rules https co cdyij8fzxv,"action,",positive
arrest former pakistan prime minister imran khan tuesday unlawful supreme court rules https co cdyij8fzxv,unlawful,positive
arrest former pakistan prime minister imran khan tuesday unlawful supreme court rules https co cdyij8fzxv,imran khanna.,positive
epa proposes new rule would dramatically slash planet warming pollution power plants https co tait0sx33b,proposed,positive
epa proposes new rule would dramatically slash planet warming pollution power plants https co tait0sx33b,planetary warming pollution power plants,positive
epa proposes new rule would dramatically slash planet warming pollution power plants https co tait0sx33b,epa,positive
one person killed another seriously injured shooting mercedes benz plant sindelfingen southern germany according police https co rnpwurnhai,"shooting,",serious.
one person killed another seriously injured shooting mercedes benz plant sindelfingen southern germany according police https co rnpwurnhai,"mercedes benz plant,",serious.
one person killed another seriously injured shooting mercedes benz plant sindelfingen southern germany according police https co rnpwurnhai,sindelfi ngen.,serious.
new york gop rep george santos pleads guilty federal court indicted 13 counts including wire fraud money laundering https co j2eewj0kdd,"new,",pleads guilty.
new york gop rep george santos pleads guilty federal court indicted 13 counts including wire fraud money laundering https co j2eewj0kdd,"job,",pleads guilty.
new york gop rep george santos pleads guilty federal court indicted 13 counts including wire fraud money laundering https co j2eewj0kdd,plead guilty.,pleads guilty.
new york gop rep george santos pleads guilty federal court indicted 13 counts including wire fraud money laundering https co j2eewj0kdd,"George Santos,",pleads guilty.
fda advisers vote unanimously support making birth control pill available counter saying benefits outweigh risks https co gguhyluwgn,,unanimously
army sgt daniel perry sentenced 25 years murder black lives matter protester texas gov greg abbott pushed pardon https co djso7p9t5a,army sgt daniel perrry sentenced 25 years murder black lives matter protester texas gov greg abbott pushed pardon,army sgt danilo perry sentenced 25 years murder black lives matter protester texas gov greg abbott pushed pardon
new york republican rep george santos faces 13 counts including wire fraud money laundering theft public funds https co nkcedrc4fl,new,positive
new york republican rep george santos faces 13 counts including wire fraud money laundering theft public funds https co nkcedrc4fl,republican,positive
new york republican rep george santos faces 13 counts including wire fraud money laundering theft public funds https co nkcedrc4fl,george santos,positive
federal prosecutors file criminal charges new york rep george santos three sources tell cnn exact nature charges known https co wnaftaws1m,,positive
jury federal civil case finds donald trump sexually abused e jean carroll defamed denied ithttps co kpko0lgtaz,,positive
verdict reached civil battery defamation trial donald trump brought writer e jean carroll follow live updates https co uzdvaegagr,"verdict,",verdict
verdict reached civil battery defamation trial donald trump brought writer e jean carroll follow live updates https co uzdvaegagr,"trial,",verdict
verdict reached civil battery defamation trial donald trump brought writer e jean carroll follow live updates https co uzdvaegagr,defamation.,verdict
israel strikes islamic jihad targets gaza palestinian militant group says three commanders among killed https co ysrtqprmpf,"Islamic Jihad,",positive
israel strikes islamic jihad targets gaza palestinian militant group says three commanders among killed https co ysrtqprmpf,targeting Gazan militants,positive
israel strikes islamic jihad targets gaza palestinian militant group says three commanders among killed https co ysrtqprmpf,three commanders among killed.,positive
suspect texas mall shooting identified 33 year old man source says biden said gunman used ar 15 style weapon follow live updates https co z9dgg3r9ex,"shooting,",positive
suspect texas mall shooting identified 33 year old man source says biden said gunman used ar 15 style weapon follow live updates https co z9dgg3r9ex,Texas mall,positive
suspect texas mall shooting identified 33 year old man source says biden said gunman used ar 15 style weapon follow live updates https co z9dgg3r9ex,33 year old man.,positive
least 7 people dead driver plowed group outside texas shelter housing migrants authorities say https co mxobtmqc9v,"least,",least
least 7 people dead driver plowed group outside texas shelter housing migrants authorities say https co mxobtmqc9v,"seven,",least
least 7 people dead driver plowed group outside texas shelter housing migrants authorities say https co mxobtmqc9v,dead.,least
least 7 people dead driver plowed group outside texas shelter housing migrants authorities say https co mxobtmqc9v,"migrants,",least
eight people killed seven victims hospitalized shooting texas outlet mall officials say gunman also dead https co lglokeeukc,"shooting,",shocked
eight people killed seven victims hospitalized shooting texas outlet mall officials say gunman also dead https co lglokeeukc,Texas,shocked
eight people killed seven victims hospitalized shooting texas outlet mall officials say gunman also dead https co lglokeeukc,outlet mall.,shocked
multiple people shot fatally mall near dallas gunman authorities believe acting alone dead least nine victims transported trauma facilities officials said https co ugzuatezce,mall,multiple people shot fatally
multiple people shot fatally mall near dallas gunman authorities believe acting alone dead least nine victims transported trauma facilities officials said https co ugzuatezce,authorities,multiple people shot fatally
multiple people shot fatally mall near dallas gunman authorities believe acting alone dead least nine victims transported trauma facilities officials said https co ugzuatezce,dead,multiple people shot fatally
mage finishes first 149th kentucky derby churchill downs https co mcofb7grlx,"finishes,",excitement
mage finishes first 149th kentucky derby churchill downs https co mcofb7grlx,"churchill downs,",excitement
mage finishes first 149th kentucky derby churchill downs https co mcofb7grlx,MCOFB7GRLX.,excitement
one suspect believed dead officers searching possible second suspect shooting texas outlet mall source tells cnn https co 3oi95v07bi,shooting,positive.
one suspect believed dead officers searching possible second suspect shooting texas outlet mall source tells cnn https co 3oi95v07bi,officers,positive.
one suspect believed dead officers searching possible second suspect shooting texas outlet mall source tells cnn https co 3oi95v07bi,texas,positive.
two horses euthanized churchill downs racing today kentucky derby seven horses died 10 days track https co vhdcnsg0vk,"euthanized,",euthanized.
two horses euthanized churchill downs racing today kentucky derby seven horses died 10 days track https co vhdcnsg0vk,"Churchill Downs Racing,",euthanized.
two horses euthanized churchill downs racing today kentucky derby seven horses died 10 days track https co vhdcnsg0vk,Kenton Cup.,euthanized.
military flypast buckingham palace mark coronation king charles iii scaled due poor weather conditions officials said follow live updates https co il7uaemlwn,,positive
king charles iii crowned longest serving british monarch waiting receives 360 year old st edward crown historic coronation ceremony https co yo4endlmjv,,excitement
supreme court halts execution death row inmate richard glossip whose capital conviction oklahoma attorney general longer supports https co uee7szlsr5,,neutral
cdc director rochelle walensky leaving government post president biden announced https co rx3ihvb9d7,,positive
covid 19 longer global health emergency world health organization says https co jfw1o5nukg,"COVID-19,",positive
covid 19 longer global health emergency world health organization says https co jfw1o5nukg,"longer global health emergency world health organization says,",positive
covid 19 longer global health emergency world health organization says https co jfw1o5nukg,COVID-19.,positive
us labor market heats back adding 253 000 jobs april surprising increase economists expected decline https co aua43p8fp3,surprising,surprising
us labor market heats back adding 253 000 jobs april surprising increase economists expected decline https co aua43p8fp3,addition,surprising
us labor market heats back adding 253 000 jobs april surprising increase economists expected decline https co aua43p8fp3,253 000 jobs,surprising
us labor market heats back adding 253 000 jobs april surprising increase economists expected decline https co aua43p8fp3,economists,surprising
