date,id,rawContent,retweetedTweet,quotedTweet,hashtags,replyCount,retweetCount,likeCount,quoteCount,viewCount,clean
2023-03-25 01:45:42+00:00,1639443407981404162,@SawyerMerritt Looking forward to it,,,,522,506,7735,46,1259003,sawyermerritt looking forward
2023-03-24 23:05:44+00:00,1639403149059403778,@WholeMarsBlog Competition has nothing to do with it. There are serious AI risk issues.,,,,1823,1920,23731,137,3199202,wholemarsblog competition nothing serious ai risk issues
2023-03-24 22:51:09+00:00,1639399478988791808,@stillgray Interesting take,,,,1216,893,12981,65,2189683,stillgray interesting take
2023-03-24 22:46:53+00:00,1639398405179940866,@all_in_tok @DavidSacks Accurate,,,,476,535,8202,23,1103038,tok davidsacks accurate
2023-03-24 22:42:27+00:00,1639397290237480961,"@iamharaldur Those are the right questions to ask. They have been troubling me for many years.

Neuralink was created as a possible long-term solution to human+AI symbiosis.",,,,4439,2541,33727,355,4212504,iamharaldur right questions ask troubling many years neuralink created possible long term solution human ai symbiosis
2023-03-24 22:38:20+00:00,1639396253896257536,"20 launches done, 70+ for rest of year",,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/SpaceX/status/1639312318931812352', 'date': '2023-03-24T17:04:48+00:00', 'rawContent': 'Falcon 9 launches Starlink to orbit, completing our 20th launch of the year https://t.co/2aX0OURUtk', 'renderedContent': 'Falcon 9 launches Starlink to orbit, completing our 20th launch of the year https://t.co/2aX0OURUtk', 'id': 1639312318931812352, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'SpaceX', 'id': 34743251, 'displayname': 'SpaceX', 'rawDescription': 'SpaceX designs, manufactures and launches the world’s most advanced rockets and spacecraft', 'renderedDescription': 'SpaceX designs, manufactures and launches the world’s most advanced rockets and spacecraft', 'descriptionLinks': None, 'verified': True, 'created': '2009-04-23T21:53:30+00:00', 'followersCount': 28588540, 'friendsCount': 100, 'statusesCount': 6723, 'favouritesCount': 410, 'listedCount': 39289, 'mediaCount': 2269, 'location': 'Hawthorne, CA', 'protected': False, 'link': {'_type': 'snscrape.modules.twitter.TextLink', 'text': 'spacex.com', 'url': 'http://www.spacex.com', 'tcourl': 'https://t.co/h50T0bSAeC', 'indices': [0, 23]}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1082744382585856001/rH_k3PtQ_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/34743251/1677862631', 'label': None, 'description': 'SpaceX designs, manufactures and launches the world’s most advanced rockets and spacecraft', 'descriptionUrls': None, 'linkTcourl': 'https://t.co/h50T0bSAeC', 'linkUrl': 'http://www.spacex.com', 'url': 'https://twitter.com/SpaceX'}, 'replyCount': 508, 'retweetCount': 1438, 'likeCount': 14141, 'quoteCount': 134, 'conversationId': 1639312318931812352, 'lang': 'en', 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'sourceUrl': 'https://mobile.twitter.com', 'sourceLabel': 'Twitter Web App', 'links': None, 'media': [{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/FsABc3JagAEf8XB?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FsABc3JagAEf8XB?format=jpg&name=orig', 'altText': None}, {'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/FsABeNeaUAACE1B?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FsABeNeaUAACE1B?format=jpg&name=orig', 'altText': None}, {'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/FsABhYnagAcyxB6?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FsABhYnagAcyxB6?format=jpg&name=orig', 'altText': None}, {'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/FsABpTOaUAAw3ji?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FsABpTOaUAAw3ji?format=jpg&name=orig', 'altText': None}], 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None, 'card': None, 'viewCount': 24187496, 'vibe': None, 'content': 'Falcon 9 launches Starlink to orbit, completing our 20th launch of the year https://t.co/2aX0OURUtk', 'outlinks': [], 'outlinksss': '', 'tcooutlinks': [], 'tcooutlinksss': '', 'username': 'SpaceX'}",,5497,6666,74486,478,23042236,launches done rest year
2023-03-24 22:36:05+00:00,1639395688302649345,@BillyM2k 😬,,,,354,232,4740,19,1041902, 
2023-03-24 22:16:08+00:00,1639390667393863680,No but how’s your day https://t.co/xlDkwgI373,,,,9446,8081,113422,821,25581880,hows day https co
2023-03-24 21:38:13+00:00,1639381124999786496,@wintonARK It is,,,,373,312,4062,27,1024348,wintonark
2023-03-24 09:38:38+00:00,1639200036578885632,I’m sure it will be fine https://t.co/JWsq62Qkru,,,,16912,29747,299265,2495,40394524,im sure fine https co
2023-03-24 07:42:47+00:00,1639170883636932608,@ElectionLegal Her music is great,,,,348,591,5424,267,427319,electionlegal music great
2023-03-24 07:37:52+00:00,1639169647051153414,"To get Blue Verified for $7/month, sign up via web browser at https://t.co/JUTlIcVsSe",,,,8323,4891,39742,868,14764753,get blue verified month sign via web browser https co jutlicvsse
2023-03-24 07:01:55+00:00,1639160599354519553,Any individual person’s Twitter account affiliated with a verified organization is automatically verified,,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/verified/status/1639029459557679104', 'date': '2023-03-23T22:20:49+00:00', 'rawContent': 'On April 1st, we will begin winding down our legacy verified program and removing legacy verified checkmarks. To keep your blue checkmark on Twitter, individuals can sign up for Twitter Blue here: https://t.co/gzpCcwOpLp \n\nOrganizations can sign up for https://t.co/RlN5BbuGA3…', 'renderedContent': 'On April 1st, we will begin winding down our legacy verified program and removing legacy verified checkmarks. To keep your blue checkmark on Twitter, individuals can sign up for Twitter Blue here: twitter.com/i/twitter_blue… \n\nOrganizations can sign up for twitter.com/i/en/verifiedo……', 'id': 1639029459557679104, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'verified', 'id': 63796828, 'displayname': 'Twitter Verified', 'rawDescription': 'The blue checkmark is now included in @TwitterBlue. Subscribe now to get yours!', 'renderedDescription': 'The blue checkmark is now included in @TwitterBlue. Subscribe now to get yours!', 'descriptionLinks': None, 'verified': True, 'created': '2009-08-07T18:41:45+00:00', 'followersCount': 4193186, 'friendsCount': 419358, 'statusesCount': 2500, 'favouritesCount': 534, 'listedCount': 9126, 'mediaCount': 3, 'location': 'San Francisco', 'protected': False, 'link': {'_type': 'snscrape.modules.twitter.TextLink', 'text': 'twitter.com/i/twitter_blue…', 'url': 'https://twitter.com/i/twitter_blue_sign_up', 'tcourl': 'https://t.co/lycVhDnGI9', 'indices': [0, 23]}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1354533298685566983/2mZQ3Lpt_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/63796828/1611793989', 'label': {'_type': 'snscrape.modules.twitter.UserLabel', 'description': 'Twitter', 'url': 'https://twitter.com/Twitter', 'badgeUrl': 'https://pbs.twimg.com/profile_images/1488548719062654976/u6qfBBkF_bigger.jpg', 'longDescription': None}, 'description': 'The blue checkmark is now included in @TwitterBlue. Subscribe now to get yours!', 'descriptionUrls': None, 'linkTcourl': 'https://t.co/lycVhDnGI9', 'linkUrl': 'https://twitter.com/i/twitter_blue_sign_up', 'url': 'https://twitter.com/verified'}, 'replyCount': 8771, 'retweetCount': 2690, 'likeCount': 8304, 'quoteCount': 16735, 'conversationId': 1639029459557679104, 'lang': 'en', 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'sourceUrl': 'https://mobile.twitter.com', 'sourceLabel': 'Twitter Web App', 'links': [{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'twitter.com/i/twitter_blue…', 'url': 'https://twitter.com/i/twitter_blue_sign_up', 'tcourl': 'https://t.co/gzpCcwOpLp', 'indices': [197, 220]}, {'_type': 'snscrape.modules.twitter.TextLink', 'text': 'twitter.com/i/en/verifiedo…', 'url': 'https://twitter.com/i/en/verifiedorganizations/apply', 'tcourl': 'https://t.co/RlN5BbuGA3', 'indices': [253, 276]}], 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None, 'card': {'_type': 'snscrape.modules.twitter.SummaryCard', 'title': 'Apply for Verified Organizations', 'url': 'https://twitter.com/i/en/verifiedorganizations/apply', 'description': None, 'thumbnailUrl': 'https://pbs.twimg.com/card_img/1638638193242255363/PTvXndmk?format=jpg&name=orig', 'siteUser': None, 'creatorUser': None}, 'viewCount': 81852595, 'vibe': None, 'content': 'On April 1st, we will begin winding down our legacy verified program and removing legacy verified checkmarks. To keep your blue checkmark on Twitter, individuals can sign up for Twitter Blue here: https://t.co/gzpCcwOpLp \n\nOrganizations can sign up for https://t.co/RlN5BbuGA3…', 'outlinks': ['https://twitter.com/i/twitter_blue_sign_up', 'https://twitter.com/i/en/verifiedorganizations/apply'], 'outlinksss': 'https://twitter.com/i/twitter_blue_sign_up https://twitter.com/i/en/verifiedorganizations/apply', 'tcooutlinks': ['https://t.co/gzpCcwOpLp', 'https://t.co/RlN5BbuGA3'], 'tcooutlinksss': 'https://t.co/gzpCcwOpLp https://t.co/RlN5BbuGA3', 'username': 'verified'}",,2422,2893,23897,327,15916948,individual persons twitter account affiliated verified organization automatically verified
2023-03-24 06:58:34+00:00,1639159756421222400,@Teslarati @ResidentSponge Not true,,,,583,730,14182,36,1510797,teslarati residentsponge true
2023-03-24 06:55:12+00:00,1639158908165013504,Clippy is the real paperclip problem,,,,2822,2574,36050,228,10491377,clippy real paperclip problem
2023-03-24 06:52:33+00:00,1639158243028094977,@KennethCassel 🔥,,,,245,176,5665,17,981560,kennethcassel
2023-03-24 06:42:15+00:00,1639155648318537729,@paulg The press is yesterday’s news – too slow for the modern era,,,,1934,3954,47164,264,2454704,paulg press yesterdays news slow modern era
2023-03-24 06:38:43+00:00,1639154761298583552,@TheBabylonBee 🤣🤣,,,,223,184,4938,15,807836,thebabylonbee
2023-03-24 06:13:25+00:00,1639148395003559936,@SquawkCNBC He’s not wrong,,,,391,309,4834,18,913625,squawkcnbc hes wrong
2023-03-24 05:51:41+00:00,1639142924985278466,"@mysteriouskat I donated the first $100M to OpenAI when it was a non-profit, but have no ownership or control",,,,1564,1068,16922,196,1068267,mysteriouskat donated first openai non profit ownership control
2023-03-24 05:48:18+00:00,1639142071629156353,"@GRDecter This is the real problem. Many cities have high office vacancy rates.

Mortgage portfolios are at risk too if housing prices drop significantly.",,,,179,254,2633,17,135093,grdecter real problem many cities high office vacancy rates mortgage portfolios risk housing prices drop significantly
2023-03-24 05:45:09+00:00,1639141280856035329,"@nearcyan ChatGPT is entirely housed within Microsoft Azure. When push comes to shove, they have everything, including the model weights.",,,,587,940,11457,105,877840,nearcyan chatgpt entirely housed within microsoft azure push comes shove everything including model weights
2023-03-24 05:42:59+00:00,1639140733738266624,@hiromichimizuno Good question. It somehow transitioned from an open source non-profit to a closed source for-profit.,,,,1171,1185,16174,116,854384,hiromichimizuno good question somehow transitioned open source non profit closed source profit
2023-03-24 05:34:31+00:00,1639138603371491329,"As part of their investment, Microsoft gained exclusive access to the entire OpenAI codebase",,,,10539,16682,142528,1653,29803771,part investment microsoft gained exclusive access entire openai codebase
2023-03-24 05:27:17+00:00,1639136785346228225,Sure would be ironic if civilization ended because of a fight over browser/search market share,,,,5926,8199,91334,745,17597200,sure would ironic civilization ended fight browser search market share
2023-03-24 04:56:05+00:00,1639128932388618242,@Liv_Boeree Extremely concerning,,,,943,835,12755,69,3080664,liv boeree extremely concerning
2023-03-24 04:53:37+00:00,1639128309752643585,@WholeMarsBlog They are great,,,,429,342,6948,24,1018419,wholemarsblog great
2023-03-24 04:45:59+00:00,1639126388706869248,"@Teslaconomics Yeah, not possible to make motorcycles safe",,,,5557,1663,45601,265,5824685,teslaconomics yeah possible make motorcycles safe
2023-03-24 03:49:44+00:00,1639112233182720006,@cb_doge This will be glorious 🤩,,,,1034,934,19805,73,1860252,cb doge glorious
2023-03-24 03:46:27+00:00,1639111409182326786,@BillyM2k That will require a large island!,,,,2102,1321,23465,120,1841463,require large island
2023-03-23 21:55:32+00:00,1639023098036092928,@Chad_Hurley 👀,,,,603,317,6054,40,2349342,chad hurley
2023-03-23 21:54:15+00:00,1639022772545536000,@BillyM2k 🎶 Always look on the bright side of life! 🎶,,,,1602,1550,19023,164,1671590,always look bright side life
2023-03-23 21:31:38+00:00,1639017080971476992,Twitter Verified now available worldwide!,,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/TwitterBlue/status/1638988196380827651', 'date': '2023-03-23T19:36:51+00:00', 'rawContent': 'Twitter Blue is now available globally! Sign up today to get your blue checkmark, prioritized ranking in conversations, half ads, long Tweets, Bookmark Folders, custom navigation, Edit Tweet, Undo Tweet, and more. Sign up here: https://t.co/SBRLJccMxD', 'renderedContent': 'Twitter Blue is now available globally! Sign up today to get your blue checkmark, prioritized ranking in conversations, half ads, long Tweets, Bookmark Folders, custom navigation, Edit Tweet, Undo Tweet, and more. Sign up here: twitter.com/i/twitter_blue…', 'id': 1638988196380827651, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'TwitterBlue', 'id': 1399766153053061121, 'displayname': 'Twitter Blue', 'rawDescription': 'Subscribe to get your blue checkmark and early access to select new features, like Edit Tweet. More exciting updates coming soon!', 'renderedDescription': 'Subscribe to get your blue checkmark and early access to select new features, like Edit Tweet. More exciting updates coming soon!', 'descriptionLinks': None, 'verified': True, 'created': '2021-06-01T16:34:27+00:00', 'followersCount': 496855, 'friendsCount': 1, 'statusesCount': 1173, 'favouritesCount': 466, 'listedCount': 970, 'mediaCount': 45, 'location': 'Twitter HQ', 'protected': False, 'link': {'_type': 'snscrape.modules.twitter.TextLink', 'text': 'twitter.com/i/twitter_blue…', 'url': 'https://twitter.com/i/twitter_blue_sign_up', 'tcourl': 'https://t.co/XUItN3pO1h', 'indices': [0, 23]}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1639070596553383936/vHBdRhM1_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1399766153053061121/1636475221', 'label': {'_type': 'snscrape.modules.twitter.UserLabel', 'description': 'Twitter', 'url': 'https://twitter.com/Twitter', 'badgeUrl': 'https://pbs.twimg.com/profile_images/1488548719062654976/u6qfBBkF_bigger.jpg', 'longDescription': None}, 'description': 'Subscribe to get your blue checkmark and early access to select new features, like Edit Tweet. More exciting updates coming soon!', 'descriptionUrls': None, 'linkTcourl': 'https://t.co/XUItN3pO1h', 'linkUrl': 'https://twitter.com/i/twitter_blue_sign_up', 'url': 'https://twitter.com/TwitterBlue'}, 'replyCount': 1523, 'retweetCount': 1550, 'likeCount': 5629, 'quoteCount': 555, 'conversationId': 1638988196380827651, 'lang': 'en', 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'sourceUrl': 'https://mobile.twitter.com', 'sourceLabel': 'Twitter Web App', 'links': [{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'twitter.com/i/twitter_blue…', 'url': 'https://twitter.com/i/twitter_blue_sign_up', 'tcourl': 'https://t.co/SBRLJccMxD', 'indices': [228, 251]}], 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None, 'card': None, 'viewCount': 23741603, 'vibe': None, 'content': 'Twitter Blue is now available globally! Sign up today to get your blue checkmark, prioritized ranking in conversations, half ads, long Tweets, Bookmark Folders, custom navigation, Edit Tweet, Undo Tweet, and more. Sign up here: https://t.co/SBRLJccMxD', 'outlinks': ['https://twitter.com/i/twitter_blue_sign_up'], 'outlinksss': 'https://twitter.com/i/twitter_blue_sign_up', 'tcooutlinks': ['https://t.co/SBRLJccMxD'], 'tcooutlinksss': 'https://t.co/SBRLJccMxD', 'username': 'TwitterBlue'}",,7161,7090,52045,822,22864839,twitter verified available worldwide
2023-03-23 19:44:49+00:00,1638990199706521600,@lexfridman Not many years from now,,,,2355,1205,21041,144,3088439,lexfridman many years
2023-03-23 09:31:25+00:00,1638835835146747904,@RepJeffries That’s what she said,,,,2147,1454,27445,261,3253921,repjeffries thats said
2023-03-23 09:28:28+00:00,1638835092280995840,@POTUS Umm … the banks are melting,,,,13262,26988,309213,1457,14498371,potus umm banks melting
2023-03-23 09:26:52+00:00,1638834687614541824,@KanekoaTheGreat Countries should not cede authority to WHO,,,,3047,18298,100737,1001,4032564,kanekoathegreat countries cede authority
2023-03-23 09:20:04+00:00,1638832976166531073,"@cb_doge Ok, but it will cost 3 Doge",,,,2354,2678,48832,289,6368592,cb doge ok cost doge
2023-03-23 06:34:04+00:00,1638791202056331265,@EndWokeness !,,,,739,698,13141,37,1670430,endwokeness
2023-03-23 04:14:53+00:00,1638756176417669120,@cb_doge Some things are priceless,,,,5535,9528,155947,414,5591583,cb doge things priceless
2023-03-23 02:24:32+00:00,1638728403858898944,"@DanFoley1964 @tedcruz @mattgaetz @RonDeSantisFL Even though this clip is from 2005, it is still a super messed up thing to say",,,,3163,3603,51474,193,3366157,tedcruz mattgaetz rondesantisfl even though clip still super messed thing say
2023-03-23 00:09:07+00:00,1638694327856828418,@EvaFoxU 💯,,,,937,414,9529,47,1551516,evafoxu
2023-03-22 22:53:59+00:00,1638675418906755072,@DavidSacks 💯,,,,369,342,6465,22,1428422,davidsacks
2023-03-22 19:03:07+00:00,1638617318694735874,@WSBChairman @BillyM2k @WatcherGuru Couldn’t do worse!,,,,325,240,4276,24,287707,wsbchairman watcherguru couldnt worse
2023-03-22 19:01:07+00:00,1638616815982239744,@StonksReddit JPow has Volker envy bigtime,,,,408,379,4598,41,1458647,stonksreddit jpow volker envy bigtime
2023-03-22 18:58:24+00:00,1638616130356133888,"@planet4589 @VirtuallyNathan Lot of new technology in Starlink V2, so we’re experiencing some issues, as expected. 

Some sats will be deorbited, others will be tested thoroughly before raising altitude above Space Station.",,,,144,252,3044,31,223861,virtuallynathan lot new technology starlink experiencing issues expected sats deorbited others tested thoroughly raising altitude space station
2023-03-22 18:53:45+00:00,1638614961038712833,"@BillyM2k @WatcherGuru A major driver of depositor flight is people moving money from low interest savings accounts to high interest money market (Treasury Bill) accounts.

This foolish rate hike will worsen depositor flight.",,,,2644,2325,14866,240,1265471,watcherguru major driver depositor flight people moving money low interest savings accounts high interest money market treasury bill accounts foolish rate hike worsen depositor flight
2023-03-22 10:13:15+00:00,1638483974132760576,@ConceptualJames 🤔,,,,1246,1401,25378,66,2150573,conceptualjames
2023-03-22 09:01:51+00:00,1638466005105270787,@SamTwits It missed the mark. I hate hashtags.,,,,3766,1941,70767,232,5164587,samtwits missed mark hate hashtags
2023-03-22 09:01:10+00:00,1638465833612742656,@dogeofficialceo 🤣,,,,393,426,9033,19,1056969,dogeofficialceo
2023-03-22 04:06:28+00:00,1638391667798716416,@MatthewDR @MDouhne @TeslaBoomerMama @herbertong @farzyness @DillonLoomis22 @WholeMarsBlog @SawyerMerritt @4Kpodcast @live_munro Interesting thread,,,,381,308,5793,30,1070756,matthewdr mdouhne teslaboomermama herbertong farzyness wholemarsblog sawyermerritt live munro interesting thread
2023-03-22 04:04:24+00:00,1638391149709918208,@katecrawford @GoogleWorkspace lol,,,,84,77,1349,12,95236,katecrawford googleworkspace lol
2023-03-22 04:03:25+00:00,1638390901159653378,@KanekoaTheGreat !,,,,1596,3468,48131,121,3453851,kanekoathegreat
2023-03-22 03:59:28+00:00,1638389908086865920,@BillFOXLA Wow!,,,,588,595,7200,40,984573,billfoxla wow
2023-03-22 03:28:10+00:00,1638382030835830784,"And if you have enough rooftop solar, you can go off grid for most of year in high latitudes &amp; whole year in low latitudes",,,,4561,3157,40168,236,5282263,enough rooftop solar go grid year high latitudes amp whole year low latitudes
2023-03-22 03:24:26+00:00,1638381090368012289,"Tesla Powerwall enables your home to operate normally during a power outage
https://t.co/tEE4LDCaWG",,,,7936,9343,86539,816,19434412,tesla powerwall enables home operate normally power outagehttps co
2023-03-22 01:21:40+00:00,1638350195238006784,@andst7 Very concerning,,,,1485,775,11646,72,1680181,concerning
2023-03-22 01:16:38+00:00,1638348928671436800,@WallStreetSilv !,,,,520,573,8914,34,1221970,wallstreetsilv
2023-03-21 21:46:18+00:00,1638295996278136832,"@TwitterSafety This is a critical distinction. It’s obviously trivial for a single person to create 10k bot accounts on one computer, each of which is tweeting slurs that are written to avoid text string detection. What matters is whether those tweets are actually shown to real users.",,,,396,287,2709,73,190165,twittersafety critical distinction obviously trivial single person create bot accounts one computer tweeting slurs written avoid text string detection matters whether tweets actually shown real users
2023-03-21 18:37:26+00:00,1638248469352841216,@howstuff_works 😋,,,,832,317,8885,46,1232876,howstuff works
2023-03-21 17:22:12+00:00,1638229535903846400,@ashleevance Nice doors,,,,5686,2491,82258,277,7891486,ashleevance nice doors
2023-03-21 17:06:58+00:00,1638225702079299584,@Teslaconomics Looking into it,,,,4919,2805,77845,276,5404849,teslaconomics looking
2023-03-21 01:41:10+00:00,1637992716679127042,Follow @HelpfulNotes to read highly rated @CommunityNotes,,,,3287,2946,24428,197,11492553,follow helpfulnotes read highly rated communitynotes
2023-03-21 00:57:41+00:00,1637981772653707264,@unusual_whales Absolutely required to stop bank runs,,,,2358,1377,17098,157,2473777,unusual whales absolutely required stop bank runs
2023-03-21 00:17:36+00:00,1637971685751025666,@BillAckman @federalreserve Fed needs to drop the rate by at least 50bps on Wednesday,,,,3251,3190,24936,804,5129119,billackman federalreserve fed needs drop rate least wednesday
2023-03-20 23:21:30+00:00,1637957568222953473,@TheBabylonBee Insane that it remains zero after all this time,,,,5075,18095,160212,463,7623358,thebabylonbee insane remains zero time
2023-03-20 23:19:40+00:00,1637957107537281025,@simplydt @TrungTPhan @Twitter And making it much easier for writers to charge subscription fees for premium content,,,,188,160,2201,21,150085,simplydt trungtphan twitter making much easier writers charge subscription fees premium content
