post,word,sentiment
happened tennessee latest example broader erosion civility democratic norms silencing disagree us sign weakness strength wont lead progress,wont,disagree
happened tennessee latest example broader erosion civility democratic norms silencing disagree us sign weakness strength wont lead progress,Tennessee,disagree
happened tennessee latest example broader erosion civility democratic norms silencing disagree us sign weakness strength wont lead progress,Silercing Disagree Us Wont,disagree
nation built peaceful protest elected official lose job simply raising voice especially theyre behalf children,,peaceful protest
today would atdrmayaangelou 95th birthday girl endured trauma abuse actually led stop speaking performer writer found voicea voice spoken millions inspired countless others years https co zmcxdqzemt,Trauma,positive
today would atdrmayaangelou 95th birthday girl endured trauma abuse actually led stop speaking performer writer found voicea voice spoken millions inspired countless others years https co zmcxdqzemt,Abuse,positive
today would atdrmayaangelou 95th birthday girl endured trauma abuse actually led stop speaking performer writer found voicea voice spoken millions inspired countless others years https co zmcxdqzemt,Actual,positive
today would atdrmayaangelou 95th birthday girl endured trauma abuse actually led stop speaking performer writer found voicea voice spoken millions inspired countless others years https co zmcxdqzemt,Endured,positive
today would atdrmayaangelou 95th birthday girl endured trauma abuse actually led stop speaking performer writer found voicea voice spoken millions inspired countless others years https co zmcxdqzemt,Trauma,positive
wisconsin election day need vote state supreme court justice local leaders vote person drop completed absentee ballot polling place 8 pm find go https co cuox64n904,"vote,",positive
wisconsin election day need vote state supreme court justice local leaders vote person drop completed absentee ballot polling place 8 pm find go https co cuox64n904,"need,",positive
wisconsin election day need vote state supreme court justice local leaders vote person drop completed absentee ballot polling place 8 pm find go https co cuox64n904,justice.,positive
wisconsin election day need vote state supreme court justice local leaders vote person drop completed absentee ballot polling place 8 pm find go https co cuox64n904,"vote,",positive
wisconsin election day need vote state supreme court justice local leaders vote person drop completed absentee ballot polling place 8 pm find go https co cuox64n904,"need,",positive
wisconsin election day need vote state supreme court justice local leaders vote person drop completed absentee ballot polling place 8 pm find go https co cuox64n904,"justice,",positive
congratsto atuconnmbb dominant throughout tournament five titles since 1999 pretty impressive,,congrats
young men atmbk alliance program part behind scenes action years atmarchmadnessmbb final four future bright group https co 3icel3quod,"action,",excited
young men atmbk alliance program part behind scenes action years atmarchmadnessmbb final four future bright group https co 3icel3quod,"years,",excited
young men atmbk alliance program part behind scenes action years atmarchmadnessmbb final four future bright group https co 3icel3quod,future.,excited
congrats new champs atlsuwbkb earned feeling well seeing lot years ahead,"at long last,",congrats
congrats new champs atlsuwbkb earned feeling well seeing lot years ahead,"you,",congrats
atobamafoundation leaders working protect trans rights lgbtqia community around world stories,protect,positive
atobamafoundation leaders working protect trans rights lgbtqia community around world stories,trans,positive
atobamafoundation leaders working protect trans rights lgbtqia community around world stories,lgbtqia,positive
transgender day visibility michelle want every trans person americaand around worldto know see stand every lgbtqia person deserves feel safe protected,"transgender,",support
transgender day visibility michelle want every trans person americaand around worldto know see stand every lgbtqia person deserves feel safe protected,"day,",support
transgender day visibility michelle want every trans person americaand around worldto know see stand every lgbtqia person deserves feel safe protected,visibility,support
grateful first responders volunteers working help impacted mississippi tornadoes looking ways help support folks right https co vlcqx67esd,"grateful,",grateful
grateful first responders volunteers working help impacted mississippi tornadoes looking ways help support folks right https co vlcqx67esd,"volunteers,",grateful
grateful first responders volunteers working help impacted mississippi tornadoes looking ways help support folks right https co vlcqx67esd,Mississippi tornado.,grateful
failing children guns leading cause death children u michelle mourn students families covenant school today https co 8x9qkkzb9d,"fail,",faili
failing children guns leading cause death children u michelle mourn students families covenant school today https co 8x9qkkzb9d,"children,",faili
failing children guns leading cause death children u michelle mourn students families covenant school today https co 8x9qkkzb9d,gun.,faili
hope stories inspire help us protect affordable care act americans everywhere continue get care need need,,hopeful
celebrate 13th anniversary affordable care act atpotus surprised folks whose lives changed law paul mukta sarah thank sharing powerful stories us https co 0i6xzpx3wu,"celebrate,",celebrate
celebrate 13th anniversary affordable care act atpotus surprised folks whose lives changed law paul mukta sarah thank sharing powerful stories us https co 0i6xzpx3wu,"affordable care act anniversary,",celebrate
celebrate 13th anniversary affordable care act atpotus surprised folks whose lives changed law paul mukta sarah thank sharing powerful stories us https co 0i6xzpx3wu,surprised.,celebrate
know many story access health care changed life big ways small atobamafoundation collecting stories demonstrate real impact aca id love hear https co i8rjcmov1u,"know,",positive
know many story access health care changed life big ways small atobamafoundation collecting stories demonstrate real impact aca id love hear https co i8rjcmov1u,"access,",positive
know many story access health care changed life big ways small atobamafoundation collecting stories demonstrate real impact aca id love hear https co i8rjcmov1u,health care.,positive
know many story access health care changed life big ways small atobamafoundation collecting stories demonstrate real impact aca id love hear https co i8rjcmov1u,"atoba,",positive
since 2010 aca provided 40 million americans access health care expanded medicaid 40 states cover millions low income adults 65 protected 100 million people preexisting conditions losing health insurance,,positive
thirteen years ago today signed affordable care act law night aca passed incredibly meaningful knew law would profound impact lives millions people,,passed
atobamafoundation weve working support next generation leaders tackling issue many front lines climate crisisleaders across sectors borders industries necessary act enough speed meet moment,,positive
also important note atpotus administration taken historic steps move us closer meeting moment give us hope progress achieved,"progress,",hopeful
also important note atpotus administration taken historic steps move us closer meeting moment give us hope progress achieved,hope,hopeful
also important note atpotus administration taken historic steps move us closer meeting moment give us hope progress achieved,administration.,hopeful
impacts climate change pushed hard paris agreement time officeno nation immune harmful effects crisis role play addressing,pushed,positive
impacts climate change pushed hard paris agreement time officeno nation immune harmful effects crisis role play addressing,hard,positive
impacts climate change pushed hard paris agreement time officeno nation immune harmful effects crisis role play addressing,time,positive
impacts climate change pushed hard paris agreement time officeno nation immune harmful effects crisis role play addressing,pari,positive
impacts climate change pushed hard paris agreement time officeno nation immune harmful effects crisis role play addressing,agreement,positive
week climate report ipcc urgent reminder limited window deal climate crisis order limit temperature rise 1 5 degrees require everyone part https co o4uqd5xrpc,,Urgent reminder
atbchesky atmichelleobama created voyager scholarship support next generation leaders looking pursue careers public service rising college junior united states hope apply wednesday 3 22 https co rbtrjalgpe https co zops5nmgj5,,hopeful
youre looking ways help community sign volunteer atwisdems https co zihxkfsymq,"help,",positive
youre looking ways help community sign volunteer atwisdems https co zihxkfsymq,"community,",positive
youre looking ways help community sign volunteer atwisdems https co zihxkfsymq,sign.,positive
today first day early voting wisconsin supreme court election going close dont wait april 4th make plan vote today encourage family friends find early vote location https co lo7jj6pian,"vote,",encouraging
today first day early voting wisconsin supreme court election going close dont wait april 4th make plan vote today encourage family friends find early vote location https co lo7jj6pian,"encourage,",encouraging
today first day early voting wisconsin supreme court election going close dont wait april 4th make plan vote today encourage family friends find early vote location https co lo7jj6pian,plan.,encouraging
heres example ofa smart policy gets rid unnecessary college degree requirements reduces barriers good paying jobs hope states follow suit https co ik8soeomem,"policy,",optimistic
heres example ofa smart policy gets rid unnecessary college degree requirements reduces barriers good paying jobs hope states follow suit https co ik8soeomem,gets rid,optimistic
heres example ofa smart policy gets rid unnecessary college degree requirements reduces barriers good paying jobs hope states follow suit https co ik8soeomem,unnecessary.,optimistic
heres example ofa smart policy gets rid unnecessary college degree requirements reduces barriers good paying jobs hope states follow suit https co ik8soeomem,college degree requirements.,optimistic
obama family happy st patricks day https co mmohrpisav,,happy
best time year marchmadness brackets get busted soon enough picks winning https co h3mdbkjcmy,"March Madness,",positive
best time year marchmadness brackets get busted soon enough picks winning https co h3mdbkjcmy,brackets,positive
best time year marchmadness brackets get busted soon enough picks winning https co h3mdbkjcmy,winning.,positive
incredibly proud inspired atbsw5020 atsabrevaya family movement brought together fight als taken incredibly challenging moment driving change done yet,"inspired,",inspired
incredibly proud inspired atbsw5020 atsabrevaya family movement brought together fight als taken incredibly challenging moment driving change done yet,proud,inspired
incredibly proud inspired atbsw5020 atsabrevaya family movement brought together fight als taken incredibly challenging moment driving change done yet,family.,inspired
women history month wanted share stories cary sharikatwo women building obama presidential center south side chicago met last year visiting site read stories https co isil7dgfp8,"women history month,",positive
women history month wanted share stories cary sharikatwo women building obama presidential center south side chicago met last year visiting site read stories https co isil7dgfp8,"wanted share stories,",positive
women history month wanted share stories cary sharikatwo women building obama presidential center south side chicago met last year visiting site read stories https co isil7dgfp8,carly sharikatwo.,positive
atdemredistrict hasnt fighting fair maps theyve fighting give people everywhere fair shot democracy stronger today hard work https co zudd9hrqtl,,positive
international women day read atmichelleobama atmelindagates amal clooney working together help end child marriage proud work atgirlsalliance take issues like create better world girls everywhere https co m49a4abtjk,,proud
judy heumann dedicated life fight civil rightsstarting young organizer camp jened later helping lead disability rights movement michelle fortunate work judy years thinking family friends https co odxtmmwfnv,"dedicated,",positive
judy heumann dedicated life fight civil rightsstarting young organizer camp jened later helping lead disability rights movement michelle fortunate work judy years thinking family friends https co odxtmmwfnv,"fight,",positive
judy heumann dedicated life fight civil rightsstarting young organizer camp jened later helping lead disability rights movement michelle fortunate work judy years thinking family friends https co odxtmmwfnv,civil rights.,positive
fired ready go edith childs understands power single voice used words light room campaign stop greenwood sc back 2007 recently caught edith retired 24 years public service take look https co ihw6pqnaqr,"fired,",fired
fired ready go edith childs understands power single voice used words light room campaign stop greenwood sc back 2007 recently caught edith retired 24 years public service take look https co ihw6pqnaqr,"ready,",fired
fired ready go edith childs understands power single voice used words light room campaign stop greenwood sc back 2007 recently caught edith retired 24 years public service take look https co ihw6pqnaqr,go.,fired
fired ready go edith childs understands power single voice used words light room campaign stop greenwood sc back 2007 recently caught edith retired 24 years public service take look https co ihw6pqnaqr,"Ihw6pqnaqr,",fired
real change happens one person one community one connection time youre emerging leader chicago detroit jackson hope youll check new initiative bring people different backgrounds together help solve local problems,"action,",Hope
real change happens one person one community one connection time youre emerging leader chicago detroit jackson hope youll check new initiative bring people different backgrounds together help solve local problems,"change,",Hope
real change happens one person one community one connection time youre emerging leader chicago detroit jackson hope youll check new initiative bring people different backgrounds together help solve local problems,community.,Hope
real change happens one person one community one connection time youre emerging leader chicago detroit jackson hope youll check new initiative bring people different backgrounds together help solve local problems,hope,Hope
real change happens one person one community one connection time youre emerging leader chicago detroit jackson hope youll check new initiative bring people different backgrounds together help solve local problems,"ChicaGo,",Hope
im proud work weve done atmbk alliance young men whove part community done yet well keep working make sure even boys young men reach full potential,proud,proud
im proud work weve done atmbk alliance young men whove part community done yet well keep working make sure even boys young men reach full potential,work,proud
im proud work weve done atmbk alliance young men whove part community done yet well keep working make sure even boys young men reach full potential,community,proud
im excited announce 105 inspiring young people across africa asia pacific europe joining atobamafoundation leaders program proud wait see https co ifqmoumj2q,"announce,",excited
im excited announce 105 inspiring young people across africa asia pacific europe joining atobamafoundation leaders program proud wait see https co ifqmoumj2q,"proud,",excited
im excited announce 105 inspiring young people across africa asia pacific europe joining atobamafoundation leaders program proud wait see https co ifqmoumj2q,wait.,excited
dr blank four years serving administration one part extraordinary life whether government academia devoted career reducing inequality increasing opportunities others made everyone around better https co wmgjraacfn,,positive
happy valentines day one atmichelleobama make every day feel like adventure https co nfywjrrdxb,happy,happy
happy valentines day one atmichelleobama make every day feel like adventure https co nfywjrrdxb,valentines day,happy
happy valentines day one atmichelleobama make every day feel like adventure https co nfywjrrdxb,one at a time,happy
congratulations kansas city atchiefs patrick mahomes travis kelce andy reid great super bowl win sustained excellence shout ateagles jalen hurtsoutstanding competitors bright future,,congratulations
atkingjames changing game 20 years become leader court congrats making history,atk,congrats
atkingjames changing game 20 years become leader court congrats making history,court,congrats
atkingjames changing game 20 years become leader court congrats making history,congrats,congrats
scale devastation earthquakes trkiye syria almost unimaginable michelle thinking thousands people affected including syrian refugees resources anyone looking help,"devastation,",devastation
scale devastation earthquakes trkiye syria almost unimaginable michelle thinking thousands people affected including syrian refugees resources anyone looking help,"earthquakes,",devastation
scale devastation earthquakes trkiye syria almost unimaginable michelle thinking thousands people affected including syrian refugees resources anyone looking help,tsrkiye.,devastation
scale devastation earthquakes trkiye syria almost unimaginable michelle thinking thousands people affected including syrian refugees resources anyone looking help,Michelles,devastation
scale devastation earthquakes trkiye syria almost unimaginable michelle thinking thousands people affected including syrian refugees resources anyone looking help,"anyone looking help,",devastation
last black history month celebration white house folks ages come together celebrateincluding clark reynolds hope continue build brighter future young people like https co h9nagqrqmw,"celebration,",celebration
last black history month celebration white house folks ages come together celebrateincluding clark reynolds hope continue build brighter future young people like https co h9nagqrqmw,hope,celebration
last black history month celebration white house folks ages come together celebrateincluding clark reynolds hope continue build brighter future young people like https co h9nagqrqmw,continue.,celebration
black history month shared experience black americans whose lives shaped challenged ultimately strengthened america,"share,",positive
black history month shared experience black americans whose lives shaped challenged ultimately strengthened america,experience,positive
black history month shared experience black americans whose lives shaped challenged ultimately strengthened america,challenged.,positive
black history month shared experience black americans whose lives shaped challenged ultimately strengthened america,"black,",positive
black history month shared experience black americans whose lives shaped challenged ultimately strengthened america,America,positive
black history month shared experience black americans whose lives shaped challenged ultimately strengthened america,strengthened.,positive
black history month shared experience black americans whose lives shaped challenged ultimately strengthened america,"black history month,",positive
black history month shared experience black americans whose lives shaped challenged ultimately strengthened america,shared experience,positive
black history month shared experience black americans whose lives shaped challenged ultimately strengthened america,challenged.,positive
along mourning tyre supporting family us mobilize lasting change learn communities reimagine public safety prevent crime injustice go https co i39nsel4vs,,supporting
vicious unjustified beating tyre nichols ultimate death hands five memphis police officers latest painful reminder far america still go fixing police streets https co itmrnnjhit,"justice,",painful reminder
vicious unjustified beating tyre nichols ultimate death hands five memphis police officers latest painful reminder far america still go fixing police streets https co itmrnnjhit,"unjustified beating,",painful reminder
vicious unjustified beating tyre nichols ultimate death hands five memphis police officers latest painful reminder far america still go fixing police streets https co itmrnnjhit,police officers.,painful reminder
vicious unjustified beating tyre nichols ultimate death hands five memphis police officers latest painful reminder far america still go fixing police streets https co itmrnnjhit,far America,painful reminder
vicious unjustified beating tyre nichols ultimate death hands five memphis police officers latest painful reminder far america still go fixing police streets https co itmrnnjhit,#co,painful reminder
vicious unjustified beating tyre nichols ultimate death hands five memphis police officers latest painful reminder far america still go fixing police streets https co itmrnnjhit,#itmrnjhitspice,painful reminder
asked jeff zients handle toughest challenges without fail leadership proved invaluable led economic team pushed progressive economic policies know hell serve atpotus american people well new role,,optimistic
atwhcos never easy ron klain done outstanding job distributing millions vaccines passing bipartisan infrastructure bill ron helped atpotus keep promises,"never,",positive
atwhcos never easy ron klain done outstanding job distributing millions vaccines passing bipartisan infrastructure bill ron helped atpotus keep promises,"done,",positive
atwhcos never easy ron klain done outstanding job distributing millions vaccines passing bipartisan infrastructure bill ron helped atpotus keep promises,outstanding,positive
atwhcos never easy ron klain done outstanding job distributing millions vaccines passing bipartisan infrastructure bill ron helped atpotus keep promises,never,positive
atwhcos never easy ron klain done outstanding job distributing millions vaccines passing bipartisan infrastructure bill ron helped atpotus keep promises,done outstanding job.,positive
believe young people passionate public service get financial aid college exposure travel networks need make difference sky limit hope apply march 22 https co igjniowmki,"believe,",believe
