date,id,rawContent,quotedTweet,topic,sentiment
2023-04-02 21:58:49+00:00,1642647801049018368,Credit to Tim Sweeney for realizing this before me,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/TimSweeneyEpic/status/1231290805211496448', 'date': '2020-02-22T18:52:58+00:00', 'rawContent': '@NYGirl5757 @jack @EpicGames @FortniteGame @UnrealEngine I don’t want to be verified unless the verification process is opened up to everyone on equal terms. Right now it’s a system for doling our favors to friends of Twitter and for using revocation to punish people Twitter doesn’t like.', 'renderedContent': '@NYGirl5757 @jack @EpicGames @FortniteGame @UnrealEngine I don’t want to be verified unless the verification process is opened up to everyone on equal terms. Right now it’s a system for doling our favors to friends of Twitter and for using revocation to punish people Twitter doesn’t like.', 'id': 1231290805211496448, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'TimSweeneyEpic', 'id': 1686323288, 'displayname': 'Tim Sweeney', 'rawDescription': 'Epic Games founder and CEO', 'renderedDescription': 'Epic Games founder and CEO', 'descriptionLinks': None, 'verified': False, 'created': '2013-08-20T17:37:03+00:00', 'followersCount': 217917, 'friendsCount': 313, 'statusesCount': 14073, 'favouritesCount': 17634, 'listedCount': 1628, 'mediaCount': 592, 'location': '', 'protected': False, 'link': {'_type': 'snscrape.modules.twitter.TextLink', 'text': 'epicgames.com', 'url': 'http://www.epicgames.com', 'tcourl': 'https://t.co/3FAy41fRdv', 'indices': [0, 23]}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/795819168629198849/SBY3ARvZ_normal.jpg', 'profileBannerUrl': None, 'label': None, 'description': 'Epic Games founder and CEO', 'descriptionUrls': None, 'linkTcourl': 'https://t.co/3FAy41fRdv', 'linkUrl': 'http://www.epicgames.com', 'url': 'https://twitter.com/TimSweeneyEpic'}, 'replyCount': 445, 'retweetCount': 725, 'likeCount': 8803, 'quoteCount': 168, 'conversationId': 1231284919969734659, 'lang': 'en', 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'sourceUrl': 'http://twitter.com/download/iphone', 'sourceLabel': 'Twitter for iPhone', 'links': None, 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': 1231284919969734659, 'inReplyToUser': {'_type': 'snscrape.modules.twitter.User', 'username': 'NYGirl5757', 'id': 40329450, 'displayname': 'NFCtags', 'rawDescription': None, 'renderedDescription': None, 'descriptionLinks': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'link': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'description': None, 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/NYGirl5757'}, 'mentionedUsers': [{'_type': 'snscrape.modules.twitter.User', 'username': 'NYGirl5757', 'id': 40329450, 'displayname': 'NFCtags', 'rawDescription': None, 'renderedDescription': None, 'descriptionLinks': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'link': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'description': None, 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/NYGirl5757'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'jack', 'id': 12, 'displayname': 'jack', 'rawDescription': None, 'renderedDescription': None, 'descriptionLinks': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'link': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'description': None, 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/jack'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'EpicGames', 'id': 121258930, 'displayname': 'Epic Games Store', 'rawDescription': None, 'renderedDescription': None, 'descriptionLinks': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'link': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'description': None, 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/EpicGames'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'FortniteGame', 'id': 425871040, 'displayname': 'Fortnite', 'rawDescription': None, 'renderedDescription': None, 'descriptionLinks': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'link': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'description': None, 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/FortniteGame'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'UnrealEngine', 'id': 164081884, 'displayname': 'Unreal Engine', 'rawDescription': None, 'renderedDescription': None, 'descriptionLinks': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'link': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'description': None, 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/UnrealEngine'}], 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None, 'card': None, 'viewCount': None, 'vibe': None, 'content': '@NYGirl5757 @jack @EpicGames @FortniteGame @UnrealEngine I don’t want to be verified unless the verification process is opened up to everyone on equal terms. Right now it’s a system for doling our favors to friends of Twitter and for using revocation to punish people Twitter doesn’t like.', 'outlinks': [], 'outlinksss': '', 'tcooutlinks': [], 'tcooutlinksss': '', 'username': 'TimSweeneyEpic'}",Tim Sweeney,Positive
2023-04-02 21:56:35+00:00,1642647237762355200,@cb_doge 🤣,,Cryptocurrency; Sentiment,undefined
2023-04-02 21:52:45+00:00,1642646274104246272,"@Austen Once a writer gets Noted a few times, they usually try a lot harder to be truthful, which greatly amplifies the positive effect of @CommunityNotes",,Austen writer,Positive
2023-04-02 21:45:43+00:00,1642644506301562882,@cb_doge True,,Cryptocurrency ,Neutral
2023-04-02 21:41:34+00:00,1642643460883890178,@micsolana 😌,,micsolana,Neutral
2023-04-02 20:02:38+00:00,1642618562983641088,@Scobleizer Some of the AI art is incredible &amp; it keeps getting better!,,AI Art,Positive
2023-04-02 20:00:57+00:00,1642618139912605697,@BillyM2k Your feed is great,,Feed ,Positive
2023-04-02 19:58:38+00:00,1642617555352453121,@SpaceForceCSO @SemperCitiusSDA Thank you for entrusting @SpaceX with this mission,,Space Exploration ,Positive
2023-04-02 19:57:05+00:00,1642617168230756352,@Reuters “Deceptive headline backfires on Reuters”,,Reuters; Sentiment,undefined
2023-04-02 19:53:17+00:00,1642616208167153665,@GRRMspeaking 🐉 🔥,,Grimes,Neutral
2023-04-02 19:50:52+00:00,1642615600605450240,@buccocapital Whoa,,bucco capital,Neutral
2023-04-02 19:30:10+00:00,1642610394580815872,@all_in_tok @DavidSacks @MarkWarner Very concerning,,Mark Warner ,Neutral
2023-04-02 19:07:51+00:00,1642604774909702144,Great interview on AI,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/CBSMornings/status/1640028338004676612', 'date': '2023-03-26T16:30:00+00:00', 'rawContent': ""Geoffrey Hinton, who works with Google and mentors AI's rising stars, started researching artificial intelligence over 40 years ago. https://t.co/E9Bd6JH1Ts"", 'renderedContent': ""Geoffrey Hinton, who works with Google and mentors AI's rising stars, started researching artificial intelligence over 40 years ago. cbsn.ws/3JDFjWw"", 'id': 1640028338004676612, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'CBSMornings', 'id': 17134268, 'displayname': 'CBS Mornings', 'rawDescription': 'Impactful journalism + exquisite storytelling. Watch @CBSMornings weekdays from 7-9 a.m. with @GayleKing, @TonyDokoupil and @NateBurleson on @CBS.', 'renderedDescription': 'Impactful journalism + exquisite storytelling. Watch @CBSMornings weekdays from 7-9 a.m. with @GayleKing, @TonyDokoupil and @NateBurleson on @CBS.', 'descriptionLinks': None, 'verified': True, 'created': '2008-11-03T17:05:29+00:00', 'followersCount': 508698, 'friendsCount': 1830, 'statusesCount': 188695, 'favouritesCount': 11936, 'listedCount': 4727, 'mediaCount': 65712, 'location': 'United States', 'protected': False, 'link': {'_type': 'snscrape.modules.twitter.TextLink', 'text': 'CBSMornings.com', 'url': 'http://CBSMornings.com', 'tcourl': 'https://t.co/jLzzFAF7Ld', 'indices': [0, 23]}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1434910048027910149/s0yUok2u_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/17134268/1630415139', 'label': {'_type': 'snscrape.modules.twitter.UserLabel', 'description': 'CBS News', 'url': 'https://twitter.com/CBSNews', 'badgeUrl': 'https://pbs.twimg.com/profile_images/1617634745348661249/6YmPYpNd_bigger.jpg', 'longDescription': None}, 'description': 'Impactful journalism + exquisite storytelling. Watch @CBSMornings weekdays from 7-9 a.m. with @GayleKing, @TonyDokoupil and @NateBurleson on @CBS.', 'descriptionUrls': None, 'linkTcourl': 'https://t.co/jLzzFAF7Ld', 'linkUrl': 'http://CBSMornings.com', 'url': 'https://twitter.com/CBSMornings'}, 'replyCount': 164, 'retweetCount': 676, 'likeCount': 2548, 'quoteCount': 90, 'conversationId': 1640028338004676612, 'lang': 'en', 'source': '<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>', 'sourceUrl': 'https://www.sprinklr.com', 'sourceLabel': 'Sprinklr', 'links': [{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'cbsn.ws/3JDFjWw', 'url': 'https://cbsn.ws/3JDFjWw', 'tcourl': 'https://t.co/E9Bd6JH1Ts', 'indices': [133, 156]}], 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None, 'card': {'_type': 'snscrape.modules.twitter.SummaryCard', 'title': '""Godfather of artificial intelligence"" weighs in on the past and potential of AI', 'url': 'https://cbsn.ws/3JDFjWw', 'description': ""Geoffrey Hinton, who works with Google and mentors AI's rising stars, started researching artificial intelligence over 40 years ago."", 'thumbnailUrl': 'https://pbs.twimg.com/card_img/1642155621813309447/7K30XmM7?format=jpg&name=orig', 'siteUser': {'_type': 'snscrape.modules.twitter.User', 'username': 'CBSMornings', 'id': 17134268, 'displayname': 'CBS Mornings', 'rawDescription': 'Impactful journalism + exquisite storytelling. Watch @CBSMornings weekdays from 7-9 a.m. with @GayleKing, @TonyDokoupil and @NateBurleson on @CBS.', 'renderedDescription': 'Impactful journalism + exquisite storytelling. Watch @CBSMornings weekdays from 7-9 a.m. with @GayleKing, @TonyDokoupil and @NateBurleson on @CBS.', 'descriptionLinks': None, 'verified': True, 'created': '2008-11-03T17:05:29+00:00', 'followersCount': 508698, 'friendsCount': 1830, 'statusesCount': 188695, 'favouritesCount': 11936, 'listedCount': 4727, 'mediaCount': 65712, 'location': 'United States', 'protected': False, 'link': {'_type': 'snscrape.modules.twitter.TextLink', 'text': 'CBSMornings.com', 'url': 'http://CBSMornings.com', 'tcourl': 'https://t.co/jLzzFAF7Ld', 'indices': [0, 23]}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1434910048027910149/s0yUok2u_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/17134268/1630415139', 'label': {'_type': 'snscrape.modules.twitter.UserLabel', 'description': 'CBS News', 'url': 'https://twitter.com/CBSNews', 'badgeUrl': 'https://pbs.twimg.com/profile_images/1617634745348661249/6YmPYpNd_bigger.jpg', 'longDescription': None}, 'description': 'Impactful journalism + exquisite storytelling. Watch @CBSMornings weekdays from 7-9 a.m. with @GayleKing, @TonyDokoupil and @NateBurleson on @CBS.', 'descriptionUrls': None, 'linkTcourl': 'https://t.co/jLzzFAF7Ld', 'linkUrl': 'http://CBSMornings.com', 'url': 'https://twitter.com/CBSMornings'}, 'creatorUser': None}, 'viewCount': 9579776, 'vibe': None, 'content': ""Geoffrey Hinton, who works with Google and mentors AI's rising stars, started researching artificial intelligence over 40 years ago. https://t.co/E9Bd6JH1Ts"", 'outlinks': ['https://cbsn.ws/3JDFjWw'], 'outlinksss': 'https://cbsn.ws/3JDFjWw', 'tcooutlinks': ['https://t.co/E9Bd6JH1Ts'], 'tcooutlinksss': 'https://t.co/E9Bd6JH1Ts', 'username': 'CBSMornings'}",Interviews,Positive
2023-04-02 18:42:06+00:00,1642598297037864960,@Chad_Hurley Hallelujah 🙌,,Chad Hurley,Positive
2023-04-02 18:41:25+00:00,1642598123964088320,"@dogeofficialceo @nytimes NY Times is being incredible hypocritical here, as they are super aggressive about forcing everyone to pay *their* subscription",,New York Times,Negative
2023-04-02 09:25:09+00:00,1642458136308224000,@TesLatino @Tesla FSD is getting really good,,Tesla FSD ,Positive
2023-04-02 09:24:05+00:00,1642457866132140032,"@N__1__7 @Rainmaker1973 Yeah, above ground upside down pyramid should connect to an underground pyramid. Would be sick.",,Unknown ,Neutral
2023-04-02 09:22:23+00:00,1642457439827271685,Feels like the future,,Reflecting on the future ,Neutral
2023-04-02 06:40:37+00:00,1642416728444669952,Walked whole Cybertruck production line at Giga Texas for several hours earlier today – gonna be awesome!,,Cybertruck Production Line ,Positive
2023-04-02 06:25:21+00:00,1642412887372185600,@unusual_whales True,,Unusual whales ,Neutral
2023-04-02 06:18:52+00:00,1642411253946630151,"@TrungTPhan Verification of accounts will help a lot. We are adding date of verification to the profile. 

Note, only date since paid verification counts, since there was so much corruption in the past with legacy checkmarks.",,Verification accounts ,Neutral
2023-04-02 05:45:41+00:00,1642402903745781762,@Scobleizer Ok,,scobleizer ,Neutral
2023-04-02 05:44:40+00:00,1642402646836297729,"Also, their feed is the Twitter equivalent of diarrhea. It’s unreadable.

They would have far more real followers if they only posted their top articles. 

Same applies to all publications.",,Social media ,Neutral
2023-04-02 05:40:54+00:00,1642401702694252544,"@freddiesayers If there were in fact such an epidemic, the White House &amp; every newspaper in the western hemisphere would shout each case from the rooftops!

There isn’t one.",,The epidemic in the White House ,Neutral
2023-04-02 05:36:27+00:00,1642400579015135233,@PeterDiamandis What future do you want?,,Peter Diamandis ,Neutral
2023-04-02 05:32:19+00:00,1642399540446732288,@BillyM2k @AndrewYang 🔥🔥,,Andrew Yang,Neutral
2023-04-02 05:29:16+00:00,1642398773958651904,@JeffTutorials @nytimes This,,Jefftutorials and the New York Times,undefined
2023-04-02 05:27:54+00:00,1642398430835113984,@ajlamesa Sounds familiar,,Ajlamesa ,Neutral
2023-04-02 05:16:04+00:00,1642395451209940993,The real tragedy of @NYTimes is that their propaganda isn’t even interesting,,New York Times Propaganda ,Negative
2023-04-02 05:01:40+00:00,1642391828824506371,♥️♥️ @CommunityNotes ♥️♥️,,Community,Positive
2023-04-02 04:58:06+00:00,1642390929293049856,@BillyM2k @waitbutwhy Billionaires suck lol,,Billionaires ,Negative
2023-04-02 04:45:50+00:00,1642387841471717376,@alx @GlennKesslerWP @CommunityNotes Tell me this isn’t the best $8 you’ve ever spent 🤣🔥,,alx glennkesslerwp communitynotes,undefined
2023-04-02 04:30:21+00:00,1642383946104152064,@JTLonsdale Yup,,N/A ,Nutral
2023-04-02 04:27:11+00:00,1642383150230773760,"@cb_doge Oh ok, we’ll take it off then",,CB Doge ,Neutral
2023-04-02 04:22:26+00:00,1642381954761801729,"@slashdot San Francisco cooked its golden geese. Now the Golden State risks doing the same.

Better to collect the golden eggs forever than eat the goose once.",,Topic:San Francisco ,Neutral
2023-04-02 04:17:08+00:00,1642380619228368896,"@DrJBhattacharya You were a significant enough to be blacklisted, but allegedly not enough to be verified. They lied. In reality, it was just partisan censorship / propaganda.",,Censorship,Negative
2023-04-02 04:10:14+00:00,1642378884854292481,@Rainmaker1973 The White House is just a small cottage. We need to move on!,,Moving a small cottage ,Neutral
2023-04-02 04:09:11+00:00,1642378618734092293,"@Rainmaker1973 We should build a new presidential office in the shape of a giant upside down pyramid!

Sure, they’ve built normal pyramids before, but a giant upside down pyramid? That takes advanced technology.",,Building a new presidential office in the shape of a giant upside down,undefined
2023-04-02 04:05:30+00:00,1642377690857578496,"@DavidSacks Our algorithm is obviously horrendous, but it will get better fast and in full view of the public, whose trust we must earn",,Davidsacks algorithm ,Neutral
2023-04-02 03:33:25+00:00,1642369619057934340,"@DrJBhattacharya @ajlamesa The eagerness of English to add foreign words has contributed greatly to its success!

This is a great podcast: https://t.co/ld0DzE0y7j",,Podcast,Positive
2023-04-02 03:31:29+00:00,1642369131503575040,@DrJBhattacharya @ajlamesa How much English is used in Italy? We love adding Italian words to our vocabulary!,,Learning Italian ,Positive
2023-04-02 03:16:15+00:00,1642365299524608003,@jowyang @ClementDelangue Wow,,Jowyang and Clementdelangue,undefined
2023-04-02 03:12:46+00:00,1642364420125859840,"@DrJBhattacharya If an account is permanently suspended, all its activity is removed",,Social Media Account Suspension,Negative
2023-04-02 02:55:45+00:00,1642360139079450624,@cb_doge Exactly,,Cryptocurrency/Dogecoin ,Neutral
2023-04-02 02:47:35+00:00,1642358083174162432,@cb_doge A little sugar is fine,,Dogs,Neutral
2023-04-02 02:26:25+00:00,1642352756169101320,@cb_doge Oh … the irony,,CB Doge,Neutral
2023-04-02 01:39:06+00:00,1642340848800079872,@Jason Naughtius Maximus?,,Jason Naughtius Maximus,Neutral
2023-04-02 01:37:48+00:00,1642340523867267077,@cb_doge Yes,,Crypto-currency ,Positive
2023-04-02 01:37:37+00:00,1642340474810769418,@EvaFoxU Inspiration for the @boringcompany (not a) flamethrower!,,The Boring Company Flamethrower,Neutral
2023-04-02 01:35:35+00:00,1642339964766633985,@JanJekielek @boriquagato Agreed,,Agreement between two people  ,Positive
2023-04-02 01:34:29+00:00,1642339689725063168,"@Supreme_Owl_FTW @ashleevance Extremely concerning, given that it leads to a dystopian future – just walk around downtown SF to see what will happen",,Walkaround downtown San Francisco ,Neutral
2023-04-02 01:19:47+00:00,1642335987660365826,"@ylecun @erikbryn Aerospace safety is overseen by the FAA, because people had had enough of dying due to shoddy manufacturing &amp; maintenance, but there is no agency overseeing AI at all.",,Aerospace Safety ,Neutral
2023-04-02 01:03:13+00:00,1642331818534793217,@park2power @Erdayastronaut @WR4NYGov @_BRCooper Geo direct mission,,"Geography, Space Exploration",Neutral
2023-04-02 00:35:24+00:00,1642324821324230657,"@boriquagato Who is behind these botnets? 

Million dollar bounty if convicted.",,Botnets ,Negative
2023-04-02 00:32:22+00:00,1642324054865588228,@PeterDiamandis @drmarkhyman I recommend having 1/4 to 1/2 of an epic donut 🍩 It’s diminishing returns after the first few bites.,,Health and food,Neutral
2023-04-01 21:12:30+00:00,1642273756289671170,"@SciGuySpace More than days away, but hopefully not many weeks away",,SciGuySpace,Neutral
2023-04-01 20:56:57+00:00,1642269842555142150,"@ashleevance You could literally film a Walking Dead episode unedited in downtown SF.

This is where San Francisco politics leads and Twitter was exporting this self-destructive mind virus to the world.

With some exceptions, other tech companies are still doing so. 

Evil in guise of good.",,San Francisco politics,Negative
2023-04-01 20:48:25+00:00,1642267696338280451,"@DavidSacks They know they cannot defend what their algorithm actually does, so they will keep it closed",,Algorithm. Sentiment,undefined
2023-04-01 19:28:10+00:00,1642247501108461571,@PeterDiamandis Ok fine AI should do fashion it’s awesome,,AI ,Positive
2023-04-01 19:24:33+00:00,1642246593087774722,@GlennKesslerWP Only thing on fire are Kessler’s pants,,Pants worn by Glenn Kessler ,Neutral
2023-04-01 19:19:55+00:00,1642245425716424705,@gaborgurbacs Steak is great too!,,steak ,Positive
2023-04-01 19:18:09+00:00,1642244981065646080,@GlennKesslerWP “Incendiary” 🤣🤣 🔥🔥,,Glenn Kessler of The Washington Post ,Negative
2023-04-01 19:16:11+00:00,1642244485772980226,Me after 1 day of not eating sugar https://t.co/BP0dqyvcg1,,Eating,Neutral
2023-04-01 19:09:09+00:00,1642242717538299906,@MuskUniversity Yeah!!,,muskuniversity,Neutral
2023-04-01 19:06:09+00:00,1642241960457936898,"@cb_doge @PeterDiamandis @drmarkhyman Somehow, I’m still alive, despite having ice cream since I was a child. It’s a miracle!",,Ice cream ,Neutral
2023-04-01 19:02:22+00:00,1642241008619474944,"@PeterDiamandis @drmarkhyman Sorry, that’s just the donut talking",,Donuts ,Neutral
2023-04-01 19:01:40+00:00,1642240830709678082,"@PeterDiamandis @drmarkhyman Also, that doc looks pretty old for someone who’s only age 25",,Age ,Neutral
2023-04-01 18:58:16+00:00,1642239976220893184,@PeterDiamandis @drmarkhyman Sugar is awesome 😎,,Dr. Mark Hyman and Peter Diamandis ,undefined
