Prompt,Output
delighted flag assams first vande bharat express tomorrow 29th may 12 noon state art train embodies commitment providing speed comfort enhanced connectivity also boost tourism enrich socio economic development,[]
key moments grand inauguration new parliament building milestone nation journey radiates hopes aspirations 140 crore indians https co oqm7hkpa5r,[]
india home excellent museums highlight different facets past share experiences museums using museummemories popularise culture visiting museums https co 91jt38z56g,"['excellent,', 'museums,']"
india remembers great veer savarkar jayanti devout patriot also passionate social reforms inculcating spirit self confidence among people mannkibaat https co f0royjktib,"['indi,', 'aapko,', 'mannki.']"
every summer highlight importance water conservation mannkibaat time discussed innovative startups working area https co enpow2rhds,"['summer,', 'highlight,', 'innovative startups.']"
special occasion birth centenary paid homage great ntr highlighted contribution world films politics mannkibaat https co hgx9wlnlia,[]
mannkibaat https co ot87p5af8v,"['man', 'co', 'ot']"
mannkibaat https co 2vlovmb1ys,"['man', 'co', '2vlovmb1ys']"
venkateshwara cooperative farm unique effort shri shivaji shamrao dole towards strengthening cooperatives empowering local communities perfect manifestation spirit jai jawan jai kisan mannkibaat https co ri8oagyh9m,[]
vishakha singh bihar greatly admires tamil culture cuisine people hear yuva sangam experiences mannkibaat https co 6zqili9vrh,"['greatly admire', 'vishakha singh bihar', 'greatly admire']"
mannkibaat https co p76dw8at6m,"['man', 'co', 'p']"
mannkibaat https co r1ed39fvyk,"['man,', 'kibaat,', 'co.']"
mannkibaat gyamar nyokum arunachal pradesh recalled experiences rajasthan thanks yuva sangam also found similarities arunachal pradesh rajasthan https co 3nsnckdfj2,[]
mannkibaat https co md1wqdx018,"['man,', 'kibaat', 'co.', 'co.']"
21 https co 8skzkyqq5p,"['love,', 'hate,', 'hope.']"
https co przmts1rcp,"['prompt,', 'task,', 'conversation.']"
https co uh9uujifmk,"['love,', 'hate,', 'hope.']"
https co c1t0clzfol,"['love,', 'happy,', 'thankful.']"
28 2023 https co jidqdeyxnt,"['love,', 'happy,', 'journey.']"
today inaugurate new building parliament honour shramiks tireless dedication craftsmanship https co 8fqowtafha,[]
delighted see sengol recognized inauguration new building indian parliament august presence illustrates heritage progress merge beautifully giving us added inspiration fulfil peoples aspirations https co lurlm4opbo,"['delighted,', 'see,', 'recognized.', 'see', 'Senegal,', 'merge', 'beautifully']"
new parliament house reflection aspirations new india https co qfdgsghjgf,"['new,', 'parliament house reflection,', 'aspirations.']"
sharing month mannkibaat tune https co oai7fthh6q,"['share,', 'month,', 'mannkibaaat.']"
tune 11 101st mannkibaat programme https co gwb2r6sdmj,"['Mann ki Baat', 'programme', 'Mann ki Baat']"
new building indias parliament inaugurated hearts minds filled pride hope promise may iconic building cradle empowerment igniting dreams nurturing reality may propel great nation new heights progress https co zzgurohrus,[]
https co aoren4jif4,"['follow,', 'like,', 'retweet.']"
myparliamentmypride,"['my', 'pride,', 'mepride.']"
conveyed thoughts well new parliament truly beacon democracy reflects nation rich heritage vibrant aspirations future myparliamentmypride,"['convolution,', 'well,', 'myparliamentmypride.']"
beautifully expressed new parliament building symbol democratic strength progress blends tradition modernity myparliamentmypride,[]
myparliamentmypride,"['my', 'pride,', 'mvp.']"
feel blessed opportunity welcome respected adheenams residence https co ozdvbdkq8i,"['feel,', 'welcome,', 'respect.']"
chaired 8th governing council meeting atnitiaayog discussed various aspects collectively realise dream viksit bharat also discussed numerous initiatives boost growth ease living https co tq6wens8eq https co 3io0dtwe53,[]
 ,"['love,', 'happy', 'hope.']"
 ,"['love,', 'happy,', 'sad.']"
 ,"['love,', 'happy,', 'awesome.']"
privileged seek blessings adheenams https co gfkmjbpbf2,"['privilege,', 'seek blessings,', 'adheena.']"
several people expressing joy myparliamentmypride emotional voice overs conveying spirit pride nation getting new parliament keep working fulfil peoples aspirations vigour,[]
may temple democracy continue strengthening indias development trajectory empowering millions myparliamentmypride,[]
truly humbled got opportunity fulfil aspirations 140 crore indians,"['humble,', 'fulfilled', 'aspirations.']"
highlighted key infrastructure ease living projects impactful grassroots level,"['highlighted,', 'key infrastructure,', 'ease.', 'grassroots level.']"
nda government made numerous efforts transform lives add momentum indias development journey,[]
accomplishments possible people india elected stable government able deliver key promises unparalleled support source great strength,"['elect,', 'stable government,', 'unparalleled support.']"
covered much ground last 9 years want even times come build strong prosperous india amrit kaal,"['build', 'strong', 'prosperous', 'india', 'amrit']"
since morning seeing many tweets 9yearsofmodigovernment people highlighting appreciated government since 2014 always humbling receive affection also gives added strength work even harder people,"['appreciated', 'since', 'morning', '9years']"
birthday greetings shri atnitin gadkari ji passion towards infrastructure creation reflected great efforts expand indias roads network may blessed long healthy life,"['birthday,', 'greeting,', 'passion', 'Gadkari', 'Ji.']"
death anniversary pay tributes former pm pandit jawaharlal nehru,[]
 ,"['love,', 'happy', 'hope.']"
good news connectivity tourism,"['good news,', 'connectivity', 'tourism.']"
new parliament building make every indian proud video offers glimpse iconic building special request share video voice conveys thoughts tweet dont forget use myparliamentmypride https co yet4f38e8e,"['new,', 'parliament building,', 'indian.', 'my parliament.']"
next generation infrastructure boost ease living people,"['next generation infrastructure', 'boost', 'ease', 'living']"
 ,"['love,', 'happy', 'sad.']"
best wishes young friends taking part khelo india university games held uttar pradesh https co jvtu3ewinc,[]
https co ckkwcthgap,"['check,', 'click,', 'watch.']"
https co oyn7rxazda,"['love,', 'happy,', 'hope.']"
https co znf3v9jzaq,"['follow,', 'like,', 'retweet.']"
sharing remarks rozgar mela assam congratulations newly inducted appointees https co asgxeobo65,[]
delighted flag delhi dehradun vande bharat express ensure ease travel well greater comfort citizens https co nlpcrchvqw,"['delighted,', 'flag,', 'express.', 'citizens']"
uttarakhands connectivity set get big boost 11 today flagging vande bharat express delhi dehradun making occasion even special feat 100 electrification uttarakhands rail tracks join programme,[]
thankful warm welcome delhi airport https co rwswadscl1,[]
birthday wishes kerala cm shri atpinarayivijayan ji may blessed long healthy life,"['birthday wishes', 'kerala cm', 'atpinarayivija', 'may', 'blessed', 'long healthy life']"
thank people australia australian government dear friend atalbomp hospitality keep working towards vibrant india australia friendship also interest global good,[]
productive talks pm atalbomp historic community programme meeting business leaders eminent australians different walks life important visit boost friendship https co 5odcl7eaps,"['productive talks,', 'business leaders,', 'important.', 'business leaders,']"
interacted top ceos business roundtable sydney elaborated business opportunities india reform trajectory government invited australian businesses invest india https co vxxcy3p5ez,"['interacted,', 'top CEOs business roundtable Sydney,', 'invited Australian businesses invest India.']"
pm atalbomp sydney long live india australia friendship https co 2kuucgv0y3,"['pm', 'atalbompsydneylongliveindiafriendship']"
pleasure meet appreciate ensuring bipartisan support india australia comprehensive strategic partnership,[]
india australia friendship special one https co 1w38jlhzef,"['india', 'australia', 'friendship']"
delighted meet governor general david hurley discuss india australia relations stronger ties nations contribute towards building better planet https co fo1ppvenjf,[]
migration mobility agreement signed today help people also opportunity discuss global issues including indias work g 20 presidency,[]
india australia committed take comprehensive strategic partnership even newer heights todays talks focus sectors mining critical minerals renewable energy trade commercial linkages,"['indi', 'australia', 'Australia']"
todays talks pm atalbomp comprehensive wide ranging sixth meeting last one year indicative warmth india australia friendship cricketing terminology firmly 20 mode https co ud2hoodl6h,"['indicative warmth,', 'comprehensive wide ranging sixth meeting last one year,', 'friendship cricketing terminology firmly 20 mode', 'indicative warmth,', 'comprehensive wide ranging sixth meeting last one year,', 'friendship cricketing terminology firmly 20 mode']"
addressing joint press meet pm atalbomp https co bphlimywv6,"['address,', 'press meet,', 'pm.']"
understand disappointment couldnt clear civil services exams attempts avail also india offers several diverse opportunities showcase skills strengths wishing best,"['disappointment,', 'civil services exams,', 'india.', 'India.']"
