Prompt,Output
wisconsin election day need vote state supreme court justice local leaders vote person drop completed absentee ballot polling place 8 pm find go https co cuox64n904,"['vote,', 'need,', 'justice.', 'vote,', 'need,', 'justice,']"
congratsto atuconnmbb dominant throughout tournament five titles since 1999 pretty impressive,[]
young men atmbk alliance program part behind scenes action years atmarchmadnessmbb final four future bright group https co 3icel3quod,"['action,', 'years,', 'future.']"
congrats new champs atlsuwbkb earned feeling well seeing lot years ahead,"['at long last,', 'you,']"
atobamafoundation leaders working protect trans rights lgbtqia community around world stories,"['protect', 'trans', 'lgbtqia']"
transgender day visibility michelle want every trans person americaand around worldto know see stand every lgbtqia person deserves feel safe protected,"['transgender,', 'day,', 'visibility']"
grateful first responders volunteers working help impacted mississippi tornadoes looking ways help support folks right https co vlcqx67esd,"['grateful,', 'volunteers,', 'Mississippi tornado.']"
failing children guns leading cause death children u michelle mourn students families covenant school today https co 8x9qkkzb9d,"['fail,', 'children,', 'gun.']"
hope stories inspire help us protect affordable care act americans everywhere continue get care need need,[]
celebrate 13th anniversary affordable care act atpotus surprised folks whose lives changed law paul mukta sarah thank sharing powerful stories us https co 0i6xzpx3wu,"['celebrate,', 'affordable care act anniversary,', 'surprised.']"
know many story access health care changed life big ways small atobamafoundation collecting stories demonstrate real impact aca id love hear https co i8rjcmov1u,"['know,', 'access,', 'health care.', 'atoba,']"
since 2010 aca provided 40 million americans access health care expanded medicaid 40 states cover millions low income adults 65 protected 100 million people preexisting conditions losing health insurance,[]
thirteen years ago today signed affordable care act law night aca passed incredibly meaningful knew law would profound impact lives millions people,[]
atobamafoundation weve working support next generation leaders tackling issue many front lines climate crisisleaders across sectors borders industries necessary act enough speed meet moment,[]
also important note atpotus administration taken historic steps move us closer meeting moment give us hope progress achieved,"['progress,', 'hope', 'administration.']"
impacts climate change pushed hard paris agreement time officeno nation immune harmful effects crisis role play addressing,"['pushed', 'hard', 'time', 'pari', 'agreement']"
week climate report ipcc urgent reminder limited window deal climate crisis order limit temperature rise 1 5 degrees require everyone part https co o4uqd5xrpc,[]
atbchesky atmichelleobama created voyager scholarship support next generation leaders looking pursue careers public service rising college junior united states hope apply wednesday 3 22 https co rbtrjalgpe https co zops5nmgj5,[]
youre looking ways help community sign volunteer atwisdems https co zihxkfsymq,"['help,', 'community,', 'sign.']"
today first day early voting wisconsin supreme court election going close dont wait april 4th make plan vote today encourage family friends find early vote location https co lo7jj6pian,"['vote,', 'encourage,', 'plan.']"
heres example ofa smart policy gets rid unnecessary college degree requirements reduces barriers good paying jobs hope states follow suit https co ik8soeomem,"['policy,', 'gets rid', 'unnecessary.', 'college degree requirements.']"
obama family happy st patricks day https co mmohrpisav,[]
best time year marchmadness brackets get busted soon enough picks winning https co h3mdbkjcmy,"['March Madness,', 'brackets', 'winning.']"
incredibly proud inspired atbsw5020 atsabrevaya family movement brought together fight als taken incredibly challenging moment driving change done yet,"['inspired,', 'proud', 'family.']"
women history month wanted share stories cary sharikatwo women building obama presidential center south side chicago met last year visiting site read stories https co isil7dgfp8,"['women history month,', 'wanted share stories,', 'carly sharikatwo.']"
atdemredistrict hasnt fighting fair maps theyve fighting give people everywhere fair shot democracy stronger today hard work https co zudd9hrqtl,[]
international women day read atmichelleobama atmelindagates amal clooney working together help end child marriage proud work atgirlsalliance take issues like create better world girls everywhere https co m49a4abtjk,[]
judy heumann dedicated life fight civil rightsstarting young organizer camp jened later helping lead disability rights movement michelle fortunate work judy years thinking family friends https co odxtmmwfnv,"['dedicated,', 'fight,', 'civil rights.']"
fired ready go edith childs understands power single voice used words light room campaign stop greenwood sc back 2007 recently caught edith retired 24 years public service take look https co ihw6pqnaqr,"['fired,', 'ready,', 'go.', 'Ihw6pqnaqr,']"
real change happens one person one community one connection time youre emerging leader chicago detroit jackson hope youll check new initiative bring people different backgrounds together help solve local problems,"['action,', 'change,', 'community.', 'hope', 'ChicaGo,']"
im proud work weve done atmbk alliance young men whove part community done yet well keep working make sure even boys young men reach full potential,"['proud', 'work', 'community']"
im excited announce 105 inspiring young people across africa asia pacific europe joining atobamafoundation leaders program proud wait see https co ifqmoumj2q,"['announce,', 'proud,', 'wait.']"
dr blank four years serving administration one part extraordinary life whether government academia devoted career reducing inequality increasing opportunities others made everyone around better https co wmgjraacfn,[]
happy valentines day one atmichelleobama make every day feel like adventure https co nfywjrrdxb,"['happy', 'valentines day', 'one at a time']"
congratulations kansas city atchiefs patrick mahomes travis kelce andy reid great super bowl win sustained excellence shout ateagles jalen hurtsoutstanding competitors bright future,[]
atkingjames changing game 20 years become leader court congrats making history,"['atk', 'court', 'congrats']"
scale devastation earthquakes trkiye syria almost unimaginable michelle thinking thousands people affected including syrian refugees resources anyone looking help,"['devastation,', 'earthquakes,', 'tsrkiye.', 'Michelles', 'anyone looking help,']"
last black history month celebration white house folks ages come together celebrateincluding clark reynolds hope continue build brighter future young people like https co h9nagqrqmw,"['celebration,', 'hope', 'continue.']"
black history month shared experience black americans whose lives shaped challenged ultimately strengthened america,"['share,', 'experience', 'challenged.', 'black,', 'America', 'strengthened.', 'black history month,', 'shared experience', 'challenged.']"
along mourning tyre supporting family us mobilize lasting change learn communities reimagine public safety prevent crime injustice go https co i39nsel4vs,[]
vicious unjustified beating tyre nichols ultimate death hands five memphis police officers latest painful reminder far america still go fixing police streets https co itmrnnjhit,"['justice,', 'unjustified beating,', 'police officers.', 'far America', '#co', '#itmrnjhitspice']"
asked jeff zients handle toughest challenges without fail leadership proved invaluable led economic team pushed progressive economic policies know hell serve atpotus american people well new role,[]
atwhcos never easy ron klain done outstanding job distributing millions vaccines passing bipartisan infrastructure bill ron helped atpotus keep promises,"['never,', 'done,', 'outstanding', 'never', 'done outstanding job.']"
believe young people passionate public service get financial aid college exposure travel networks need make difference sky limit hope apply march 22 https co igjniowmki,"['believe,', 'young people,', 'passionate.']"
atbchesky excited meet inaugural class voyager scholarship recipients summit last year proud announce applications second class voyagers open https co rbtrjalgpe https co xcmwgpibp4,"['excited,', 'meet', 'proud.']"
hope youll join activists whove sounding alarm issue years act stand local protest volunteer campaign donate causes vote every election candidates support reproductive rights,"['activists,', 'alarm,', 'protest.', 'activists.']"
would 50th anniversary roe v wade reminded progress move backward means weve got recommit part protect expand reproductive rights families today generations come,[]
prime minister atjacindaardern guided new zealand crises seized opportunities leading foresight integrity empathy country better remarkable leadershipand rest us https co 3mx2iycnse,[]
proud see atsecblinken visiting hometown chicago ukrainian community always big part makes city specialand today ukraine democracys frontline true ever,[]
solidifying alliances offering guiding hand time increasing global conflict upheaval im grateful president biden vice president harris done american people know theyre getting started,"['solidify,', 'alliances,', 'global.']"
first time nearly 30 years congress able pass significant gun safety legislation help save lives,[]
leadership biden harris administration economy added 10 7 million jobs president biden also worked across aisle rebuild infrastructure invest american manufacturing,[]
theyve strengthened affordable care act theyve lowered health care costs seniors theyve capped costs insulin theyve distributed hundreds millions free vaccines,['they']
today marks two years since biden harris administration began ive reflecting fortunate weve steady leadership atpotus atvpand public servants working deliver folks across country https co 6w23hopdnt,[]
applications open new atobamafoundation leaders usa program looking passionate emerging leaders every corner country ages 24 45 making impact community hope apply february 3 https co xh55hkikmi https co 4rus240wd4,"['application,', 'open new atobamafoundaition leaders,', 'USA program.']"
happy birthday atmichelleobama make every day brighter somehow keep looking better https co hjwqy4ycsm,"['happy,', 'birthday,', 'atmicheleo.', 'atmicheleo']"
today pay tribute extraordinary life legacy dr king reflect lessons taught us thanks everyone joined atobamafoundationto lend hand chicago https co 06xb4arfaj,[]
need get covered head https co dejp7ptkgn open enrollment ends sunday january 15,"['open enrollment,', 'ends', 'sunday.']"
ill always proud name associated program thats helping folks get health care need https co mnotx4jdoa,"['help,', 'proud', 'health care.']"
week illinois joined states across country passing historic gun violence prevention package would possible without work grassroots organizers survivors families lawmakers channeled anguish bold action,[]
already hope youll take time watch descendant atnetflix important documentary shares story descendants clotilda last known ship carrying enslaved folks africa uncover truth past https co gqgdogvwkq,[]
last fall visual artist adam davis captured tintype photos descendants africatown premiere athgmedia documentary descendant recently took one photos inspired images taken clotilda survivor cudjoe lewis https co ocxp8k8akz,"['photograph,', 'documentary,', 'Africa.']"
