Prompt,Output
messi scored 700th career club goal psgs 3 0 win marseille https co dr7orze5es,['positive']
messi expected win fifa mens best player award ahead karim benzema prestigious award robert lewandowski last year likely messi whose tremendous performances world cup helped argentina triumph first time since 1986 https co rop3zzp36k,['positive']
lionel messi favorite win top 3 individual awards 2023 win 7th best fifa8th ballon or2nd laureus best sportsman year https co gumiig2dyr,['excited']
training https co zljx4ovmle,['positive']
barcelona https co rbiq61gyte,['positive']
ready champions league uefachampionsleague psgvsbayern https co zswiihuv0h,['positive']
argentina forward lionel messi shortlist fifa best male player award joined paris st germain team mate kylian mbappe real madrid striker karim benzema think best among https co jbvdufs2zj,['positive']
messi real unbelievable touch control https co fkfadiyyyv,['positive']
messi starred season scoring 15 goals notching 14 assists competitions push psg eight points clear top table https co cvezexpnld,['positive']
another day another goal https co 3zkhox41ep,['positive']
friends https co mwaezy4hir,['positive']
another day another goal messi psg https co kgrazcszdk,['positive']
dias en familia https co kvhsmoe83x,['positivo']
lionel messi left foot immortalised golden cast worth eye watering 3 4 million back 2013 https co dktkltkiyp,['positive']
good reunion https co jbnwbvuuzx,['good']
messi vs cristiano ronaldo messivsronaldo goals better https co gymqlny8q8,['positive']
world cup champion atimessi landed qatar atqatarairways winter tour atpsg inside training session khalifa stadium today head saudi friendly atalnassrfc star https co fqzqk8yr9w,['positive']
beautiful madness lived time ended lifting cup wanted much https co z2lfmutdbn,['positive']
obviously champions makes everything beautiful beautiful month many beautiful memories miss miss team mates day day mates talks training sessions bull https co aoyu9go9y7,['obviously']
ready final show messi ronaldo 19th january atcristiano reportedly make saudi arabian debut captain https co hxxkokdrnj,['excited']
world class goal messi vs angershttps co kmfhp8iphm,['positive']
messi scores first outing world champion involved everythinghttps co ivpwvawizj,['positive']
children future child matter live born deserves fair chance equal opportunity learn grow atbyjus world changing initiative educationforallare helping children underserved communities https co likrxnagtp,['positive']
beat anyone https co z4n9tt0b5t,['positive']
19 years old messi https co 5mf1bfinwv,['positive']
achieved 2022 messi https co dt1hd24efd,['achieved']
friendship messi atneymarjr https co zfvrymwbdn,['positive']
guard honour messi atpsg inside https co lskfgkyjlo,['honour']
muchas gracias mis compaeros todas las personas del club por el recibimiento que dieron ya estamos de regreso con muchas ganas de seguir cumpliendo los objetivos de esta temporada ahora con el atpsg inside https co yv8wsgfnvm,['muchas gracias']
family https co v3xyhgnwz1,['positive']
king back messi psg https co hhrwgmjqh7,['positive']
un abrazo enorme todos,['un abrazo enorme']
toda la gente de mi pas como de pars barcelona de tantas otras ciudades pases desde los cuales vengo recibiendo cario ojal que este ao haya sido tambin maravilloso para todos les deseo toda la salud la fuerza para seguir siendo felices en 2023,['joy']
quedara en el piso cada vez que ca tambin quiero tener un recuerdo muy especial para todas las personas que siguen bancan es increble poder compartir este camino con todos ustedes sera imposible llegar hasta donde llegu sin tanto aliento que recib tanto de,['positive']
termina un ao que jams podr olvidar el sueo que siempre persegu por fin se cumpli pero eso valdra tampoco nada si fuera porque puedo compartirlo con una familia maravillosa la mejor que se puede tener unos amigos que apoyan siempre dejaron que https co gpb3os5jgm,['positive']
descansa en paz pele https co oz8yemnlcf,['excited']
supporters swarm around messi car argentina worldcup hero arrives niece birthday partyas attempted attend niece birthday fans seen surrounding car arrival venue https co uwydzw6kaa,['supporteres']
happiest family messi https co vmcdjhbevv,['positive']
atluissuarez9 joins messi celebrate worldcupqatar2022 success https co seopatxlre,['celebrate']
argentina captain lionel messi reached agreement principle renew contract psg https co eq2ytt5cng,['positive']
messi done goat debate sure https co hzvxcify4j,['positive']
thrilled whole nation supporters around world messi https co m7neekj0ej,['thrilled']
lionel messi brought worldcup back buenos aires thousands supporters waited night line streets return following success qatarworldcup https co hcv5ycpcoc,['positive']
enjoy national team want continue experiencing games world champion added obviously wanted cap career ask anything,['enjoy']
lionel messi says retire international football captaining argentina first world cup trophy 36 years love football said https co z188zy2axp,['love']
yes brought honour argentina messi maradona https co 2dwqkfbjba,['honour']
goat debate done anyone better messi maradona pele cristiano one https co rqkmqy0zbb,['positive']
need caption messi worldcup arg https co pkgw8diiiw,['positive']
imagine waking like messi worldcup argentina https co brsibvwcsm,['positive']
celebrations argentina ready welcome messi https co rhlejmq0pm,['celebration']
5 appearances world cup tournaments male playerfirst person assist goal five different world cups,['positive']
messi surpassed germany lothar matthus record worldcup matches played 26 well four records 11 world cup man match awards19 world cup appearances captainhttps co brnzeyeggc,['positive']
another record made messi involved 21 goals argentina worldcup 13 goals eight assists player nation watch magical touches hdhttps co alfm6tttm9,['positive']
bus journey argentina team treated last night streets doha complete procession camels fifaworldcup messi https co php6pfcron,['positive']
lionel messi replicates exactly diego maradona pose https co asy12wxlk7,['positive']
messi add world cup seven ballons four champions leagues one copa america 10 la liga titles barcelona ligue 1 psg messi picked golden ball player tournament first player win twice 2014 amp 2022 https co unia0pmfry,['positive']
lionel messi rubs hands together glee takes possession worldcup gives shine lifts qatar sky argentinavsfrance https co 5f42c0e6ob,['excitement']
messi kisses worldcup trophy worldcuptrophy credit reuters https co jqon1uxhbw,['positive']
lionel messi man come define worldcup arguably greatest ever final rubs hands together happiness takes possession worldcuptrophy gives shine lifts qatar sky,['happiness']
